,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
257,257,257,Wolfsburg,Koen Casteels,Riechedly Bazoer,Vieirinha,Daniel Didavi,Yannick Gerhardt,Jakub Błaszczykowski,Luiz Gustavo,Josuha Guilavogui,Maximilian Arnold,Robin Knoche,Mario Gómez,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Dario Lezcano,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 29,3,0,29,-15.0,-16.0,-3.0,2.0,30.0,28.0,7.0,10.0,3.75,3.3,2.0
258,258,258,Leverkusen,Bernd Leno,Roberto Hilbert,Julian Baumgartlinger,Tin Jedvaj,Wendell,Julian Brandt,Charles Aránguiz,Ömer Toprak,Kai Havertz,Kevin Volland,Kevin Kampl,Bayern Munich,Manuel Neuer,Thiago Alcántara,Javi Martínez,Douglas Costa,Rafinha,Juan Bernat,Arturo Vidal,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Matchweek 29,0,0,29,-2.0,56.0,0.0,9.0,35.0,68.0,5.0,12.0,1.62,4.2,4.75
259,259,259,Werder Bremen,Felix Wiedwald,Santiago García,Max Kruse,Miloš Veljković,Zlatko Junuzović,Niklas Moisander,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Maximilian Eggestein,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Lewis Holtby,Michael Gregoritsch,Walace,Mërgim Mavraj,Aaron Hunt,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Gideon Jung,Matchweek 29,2,1,29,-4.0,-23.0,9.0,-1.0,36.0,33.0,11.0,10.0,3.1,3.4,2.25
260,260,260,Darmstadt 98,Michael Esser,Aytaç Sulu,Mario Vrančić,Jérôme Gondorf,Sandro Sirigu,Felix Platte,Marcel Heller,Patrick Banggaard,Fabian Holland,Hamit Altıntop,Wilson Kamavuaka,Schalke 04,Ralf Fährmann,Johannes Geis,Max Meyer,Leon Goretzka,Dennis Aogo,Daniel Caligiuri,Guido Burgstaller,Thilo Kehrer,Coke,Holger Badstuber,Donis Avdijaj,Matchweek 29,2,1,29,-37.0,5.0,-8.0,1.0,15.0,37.0,3.0,10.0,1.6,3.8,5.75
261,261,261,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Miloš Jojić,Yuya Osako,Jonas Hector,Leonardo Bittencourt,Lukas Klünter,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,Hoffenheim,Oliver Baumann,Ermin Bičakčić,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Jeremy Toljan,Steven Zuber,Kevin Vogt,Niklas Süle,Andrej Kramarić,Ádám Szalai,Matchweek 30,1,1,30,6.0,25.0,-2.0,4.0,40.0,54.0,6.0,12.0,2.38,3.4,3.0
262,262,262,Bayern Munich,Sven Ulreich,Mats Hummels,Thiago Alcántara,Franck Ribéry,Robert Lewandowski,Arjen Robben,Rafinha,Juan Bernat,Arturo Vidal,Thomas Müller,David Alaba,Mainz 05,Jannik Huth,Giulio Donati,Danny Latza,Robin Quaison,Levin Öztunalı,Yoshinori Mutō,Bojan Krkić,Stefan Bell,Daniel Brosinski,Fabian Frei,Alexander Hack,Matchweek 30,2,2,30,56.0,-10.0,8.0,-2.0,69.0,32.0,10.0,3.0,17.0,7.0,1.18
263,263,263,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Douglas Santos,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Mërgim Mavraj,Aaron Hunt,Filip Kostić,Gōtoku Sakai,Gideon Jung,Darmstadt 98,Michael Esser,Aytaç Sulu,Mario Vrančić,Jérôme Gondorf,Sandro Sirigu,Felix Platte,Marcel Heller,Patrick Banggaard,Fabian Holland,Hamit Altıntop,Wilson Kamavuaka,Matchweek 30,1,2,30,-24.0,-36.0,-2.0,-6.0,33.0,18.0,7.0,3.0,8.0,4.75,1.4
264,264,264,Eint Frankfurt,Lukáš Hrádecký,Bastian Oczipka,Marco Fabián,Mijat Gaćinović,Ante Rebić,David Abraham,Timothy Chandler,Aymen Barkok,Anderson Ordóñez,Branimir Hrgota,Omar Mascarell,Augsburg,Marwin Hitz,Paul Verhaegh,Jeffrey Gouweleeuw,Halil Altıntop,Daniel Baier,Jonathan Schmid,Ji Dong-won,Philipp Max,Martin Hinteregger,Kevin Danso,Takashi Usami,Matchweek 30,3,1,30,-4.0,-18.0,-3.0,-8.0,38.0,32.0,3.0,4.0,5.0,3.6,1.75
265,265,265,Ingolstadt 04,Martin Hansen,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Dario Lezcano,Max Christiansen,Sonny Kittel,Marcel Tisserand,Florent Hadergjonaj,Almog Cohen,Werder Bremen,Felix Wiedwald,Robert Bauer,Florian Kainz,Max Kruse,Miloš Veljković,Niklas Moisander,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Maximilian Eggestein,Matchweek 30,2,4,30,-19.0,-3.0,0.0,7.0,28.0,39.0,9.0,13.0,3.2,3.5,2.2
266,266,266,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Vladimír Darida,Alexander Esswein,Salomon Kalou,Sebastian Langkamp,Vedad Ibišević,Allan,Marvin Plattenhardt,John Brooks,Wolfsburg,Koen Casteels,Riechedly Bazoer,Vieirinha,Yunus Mallı,Yannick Gerhardt,Jakub Błaszczykowski,Luiz Gustavo,Josuha Guilavogui,Maximilian Arnold,Robin Knoche,Mario Gómez,Matchweek 30,1,0,30,2.0,-12.0,-2.0,-1.0,43.0,33.0,3.0,7.0,2.9,3.3,2.5
267,267,267,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Mahmoud Dahoud,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Jonas Hofmann,André Hahn,Nico Elvedi,Dortmund,Roman Bürki,Sven Bender,Ousmane Dembélé,Nuri Şahin,Marco Reus,Raphaël Guerreiro,Christian Pulisic,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Erik Durm,Matchweek 30,2,3,30,-4.0,29.0,0.0,2.0,39.0,53.0,7.0,10.0,2.05,3.7,3.5
268,268,268,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Çağlar Söyüncü,Florian Niederlechner,Mike Frantz,Onur Bulut,Nils Petersen,Janik Haberer,Marc-Oliver Kempf,Nicolas Höfler,Christian Günter,Leverkusen,Bernd Leno,Aleksandar Dragović,Javier Hernández,Roberto Hilbert,Julian Baumgartlinger,Wendell,Julian Brandt,Ömer Toprak,Kai Havertz,Kevin Volland,Kevin Kampl,Matchweek 30,2,1,30,-15.0,-2.0,-5.0,1.0,41.0,36.0,7.0,5.0,2.1,3.6,3.4
269,269,269,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Sead Kolašinac,Max Meyer,Nabil Bentaleb,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Coke,Holger Badstuber,Klaas-Jan Huntelaar,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Marcel Halstenberg,Diego Demme,Marvin Compper,Matchweek 30,1,1,30,4.0,25.0,-1.0,10.0,37.0,61.0,7.0,12.0,2.3,3.5,3.0
270,270,270,Leverkusen,Bernd Leno,Stefan Kießling,Roberto Hilbert,Tin Jedvaj,Julian Brandt,Charles Aránguiz,Ömer Toprak,Kevin Volland,Karim Bellarabi,Benjamin Henrichs,Kevin Kampl,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Sead Kolašinac,Leon Goretzka,Nabil Bentaleb,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Alessandro Schöpf,Coke,Holger Badstuber,Matchweek 31,1,4,31,-3.0,4.0,0.0,-1.0,36.0,38.0,5.0,5.0,3.5,3.5,2.1
271,271,271,RB Leipzig,Péter Gulácsi,Bernardo,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Dayot Upamecano,Marcel Halstenberg,Diego Demme,Ingolstadt 04,Markus Suttner,Martin Hansen,Alfredo Morales,Mathew Leckie,Roger,Dario Lezcano,Sonny Kittel,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 31,0,0,31,25.0,-21.0,6.0,-3.0,62.0,28.0,13.0,9.0,7.0,4.5,1.45
272,272,272,Mainz 05,Jannik Huth,Giulio Donati,Danny Latza,Robin Quaison,Yoshinori Mutō,Bojan Krkić,Stefan Bell,Daniel Brosinski,Fabian Frei,Karim Onisiwo,Alexander Hack,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Patrick Herrmann,Mahmoud Dahoud,Lars Stindl,Nico Schulz,László Bénes,Jonas Hofmann,André Hahn,Nico Elvedi,Matchweek 31,1,2,31,-10.0,-5.0,-1.0,-1.0,33.0,39.0,4.0,7.0,3.3,3.4,2.2
273,273,273,Werder Bremen,Felix Wiedwald,Robert Bauer,Max Kruse,Miloš Veljković,Zlatko Junuzović,Niklas Moisander,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Maximilian Eggestein,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Vladimír Darida,Alexander Esswein,Salomon Kalou,Sebastian Langkamp,Vedad Ibišević,Allan,Maximilian Mittelstädt,Jordan Torunarigha,Matchweek 31,2,0,31,-1.0,3.0,6.0,1.0,42.0,46.0,13.0,6.0,3.6,3.5,2.05
274,274,274,Dortmund,Roman Bürki,Marco Reus,Pierre-Emerick Aubameyang,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Erik Durm,Köln,Timo Horn,Neven Subotić,Dominique Heintz,Frederik Sørensen,Miloš Jojić,Artjoms Rudņevs,Jonas Hector,Leonardo Bittencourt,Lukas Klünter,Anthony Modeste,Matthias Lehmann,Matchweek 31,0,0,31,30.0,6.0,3.0,-1.0,56.0,41.0,10.0,4.0,10.0,5.75,1.29
275,275,275,Darmstadt 98,Michael Esser,Aytaç Sulu,Mario Vrančić,Jérôme Gondorf,Sandro Sirigu,Felix Platte,Marcel Heller,Patrick Banggaard,Fabian Holland,Hamit Altıntop,Wilson Kamavuaka,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Çağlar Söyüncü,Florian Niederlechner,Mike Frantz,Onur Bulut,Nils Petersen,Janik Haberer,Marc-Oliver Kempf,Nicolas Höfler,Christian Günter,Matchweek 31,3,0,31,-35.0,-14.0,-1.0,-1.0,21.0,44.0,6.0,9.0,2.25,3.3,3.3
276,276,276,Wolfsburg,Koen Casteels,Riechedly Bazoer,Daniel Didavi,Yannick Gerhardt,Jakub Błaszczykowski,Jannes Horn,Luiz Gustavo,Maximilian Arnold,Robin Knoche,Mario Gómez,Ricardo Rodríguez,Bayern Munich,Sven Ulreich,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Arjen Robben,Philipp Lahm,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Matchweek 31,0,6,31,-13.0,56.0,-2.0,2.0,33.0,70.0,4.0,8.0,1.4,4.75,8.0
277,277,277,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Halil Altıntop,Daniel Baier,Jonathan Schmid,Dominik Kohr,Alfreð Finnbogason,Philipp Max,Martin Hinteregger,Hamburger SV,Tom Mickel,Dennis Diekmeier,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Michael Gregoritsch,Walace,Mërgim Mavraj,Aaron Hunt,Matthias Ostrzolek,Gōtoku Sakai,Matchweek 31,4,0,31,-20.0,-25.0,-4.0,-4.0,32.0,33.0,3.0,6.0,2.9,3.3,2.5
278,278,278,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Eint Frankfurt,Lukáš Hrádecký,Guillermo Varela,Marco Russ,Bastian Oczipka,Haris Seferović,Marco Fabián,Michael Hector,David Abraham,Marc Stendera,Timothy Chandler,Aymen Barkok,Matchweek 31,1,0,31,25.0,-2.0,2.0,-1.0,55.0,41.0,10.0,5.0,6.0,4.0,1.57
279,279,279,Köln,Timo Horn,Neven Subotić,Dominique Heintz,Frederik Sørensen,Miloš Jojić,Simon Zoller,Jonas Hector,Leonardo Bittencourt,Lukas Klünter,Anthony Modeste,Matthias Lehmann,Werder Bremen,Felix Wiedwald,Robert Bauer,Thomas Delaney,Max Kruse,Miloš Veljković,Zlatko Junuzović,Niklas Moisander,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Matchweek 32,4,3,32,6.0,1.0,-2.0,5.0,42.0,45.0,5.0,13.0,2.7,3.5,2.55
280,280,280,Eint Frankfurt,Lukáš Hrádecký,Guillermo Varela,Bastian Oczipka,Marco Fabián,Mijat Gaćinović,Michael Hector,Ante Rebić,Marc Stendera,Timothy Chandler,Branimir Hrgota,Taleb Tawatha,Wolfsburg,Koen Casteels,Philipp Wollscheid,Riechedly Bazoer,Paul-Georges Ntep,Daniel Didavi,Yannick Gerhardt,Josuha Guilavogui,Sebastian Jung,Maximilian Arnold,Robin Knoche,Mario Gómez,Matchweek 32,0,2,32,-3.0,-19.0,-1.0,-7.0,41.0,33.0,4.0,3.0,2.7,3.4,2.6
281,281,281,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Patrick Herrmann,Mahmoud Dahoud,Lars Stindl,Nico Schulz,László Bénes,Jonas Hofmann,André Hahn,Nico Elvedi,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Halil Altıntop,Daniel Baier,Jonathan Schmid,Dominik Kohr,Alfreð Finnbogason,Philipp Max,Martin Hinteregger,Matchweek 32,1,1,32,-4.0,-16.0,-1.0,1.0,42.0,35.0,9.0,6.0,4.75,3.8,1.73
282,282,282,Bayern Munich,Tom Starke,Franck Ribéry,Robert Lewandowski,Douglas Costa,Rafinha,Jérôme Boateng,Juan Bernat,Thomas Müller,David Alaba,Joshua Kimmich,Renato Sanches,Darmstadt 98,Michael Esser,Aytaç Sulu,Mario Vrančić,Jérôme Gondorf,Sandro Sirigu,Felix Platte,Marcel Heller,Patrick Banggaard,Fabian Holland,Hamit Altıntop,Wilson Kamavuaka,Matchweek 32,1,0,32,62.0,-32.0,9.0,4.0,73.0,24.0,8.0,9.0,26.0,13.0,1.07
283,283,283,Ingolstadt 04,Markus Suttner,Martin Hansen,Mathew Leckie,Pascal Groß,Dario Lezcano,Romain Brégerie,Max Christiansen,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Leverkusen,Bernd Leno,Aleksandar Dragović,Stefan Kießling,Admir Mehmedi,Julian Baumgartlinger,Tin Jedvaj,Wendell,Charles Aránguiz,Kai Havertz,Kevin Volland,Benjamin Henrichs,Matchweek 32,1,1,32,-21.0,-6.0,-4.0,-5.0,29.0,36.0,7.0,4.0,2.9,3.5,2.38
284,284,284,Dortmund,Roman Bürki,Ousmane Dembélé,Marco Reus,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Mark Uth,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Matchweek 32,2,1,32,30.0,26.0,0.0,2.0,57.0,58.0,10.0,10.0,5.75,4.75,1.5
285,285,285,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Vladimír Darida,Alexander Esswein,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Vedad Ibišević,John Brooks,Jordan Torunarigha,RB Leipzig,Péter Gulácsi,Bernardo,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Dayot Upamecano,Diego Demme,Marvin Compper,Matchweek 32,1,4,32,1.0,25.0,0.0,5.0,46.0,63.0,6.0,11.0,2.1,3.5,3.5
286,286,286,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Mërgim Mavraj,Aaron Hunt,Vasilije Janjicic,Filip Kostić,Gōtoku Sakai,Gideon Jung,Mainz 05,Jannik Huth,Giulio Donati,Leon Balogun,Danny Latza,Levin Öztunalı,Yoshinori Mutō,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Jean-Philippe Gbamin,Pablo de Blasis,Matchweek 32,0,0,32,-29.0,-11.0,-5.0,-1.0,33.0,33.0,3.0,4.0,3.0,3.4,2.38
287,287,287,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Manuel Gulde,Amir Abrashi,Florian Niederlechner,Onur Bulut,Janik Haberer,Marc-Oliver Kempf,Maximilian Philipp,Nicolas Höfler,Christian Günter,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Sead Kolašinac,Leon Goretzka,Nabil Bentaleb,Yevhen Konoplyanka,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Coke,Holger Badstuber,Matchweek 32,2,0,32,-17.0,7.0,-5.0,5.0,44.0,41.0,9.0,7.0,2.15,3.5,3.3
288,288,288,Wolfsburg,Koen Casteels,Riechedly Bazoer,Paul-Georges Ntep,Daniel Didavi,Jannes Horn,Luiz Gustavo,Josuha Guilavogui,Sebastian Jung,Maximilian Arnold,Robin Knoche,Mario Gómez,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Christoph Kramer,Mahmoud Dahoud,Lars Stindl,Nico Schulz,Ibrahima Traoré,Jonas Hofmann,André Hahn,Nico Elvedi,Matchweek 33,1,1,33,-17.0,-4.0,-2.0,-2.0,36.0,43.0,6.0,7.0,4.0,3.6,1.95
289,289,289,Darmstadt 98,Daniel Heuer Fernandes,Aytaç Sulu,Mario Vrančić,Jérôme Gondorf,Sandro Sirigu,Felix Platte,Marcel Heller,Patrick Banggaard,Fabian Holland,Hamit Altıntop,Wilson Kamavuaka,Hertha BSC,Rune Jarstein,Peter Pekarík,Niklas Stark,Vladimír Darida,Alexander Esswein,Salomon Kalou,Vedad Ibišević,Allan,Marvin Plattenhardt,Genki Haraguchi,Jordan Torunarigha,Matchweek 33,0,2,33,-33.0,-2.0,4.0,-5.0,24.0,46.0,9.0,6.0,2.15,3.4,3.5
290,290,290,Werder Bremen,Felix Wiedwald,Robert Bauer,Thomas Delaney,Max Kruse,Miloš Veljković,Zlatko Junuzović,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Serge Gnabry,Maximilian Eggestein,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Sebastian Rudy,Kerem Demirbay,Steven Zuber,Mark Uth,Kevin Vogt,Niklas Süle,Andrej Kramarić,Ádám Szalai,Matchweek 33,3,5,33,0.0,25.0,4.0,2.0,45.0,58.0,10.0,7.0,2.55,3.6,2.63
291,291,291,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Stefan Kießling,Julian Baumgartlinger,Tin Jedvaj,Wendell,Julian Brandt,Charles Aránguiz,Kai Havertz,Benjamin Henrichs,Köln,Timo Horn,Neven Subotić,Dominique Heintz,Frederik Sørensen,Miloš Jojić,Simon Zoller,Jonas Hector,Leonardo Bittencourt,Lukas Klünter,Anthony Modeste,Matthias Lehmann,Matchweek 33,2,2,33,-6.0,7.0,-4.0,0.0,37.0,45.0,2.0,5.0,3.5,3.5,2.1
292,292,292,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Sead Kolašinac,Leon Goretzka,Nabil Bentaleb,Daniel Caligiuri,Guido Burgstaller,Thilo Kehrer,Coke,Klaas-Jan Huntelaar,Matija Nastasić,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Vasilije Janjicic,Filip Kostić,Bakery Jatta,Matthias Ostrzolek,Gōtoku Sakai,Gideon Jung,Matchweek 33,1,1,33,5.0,-29.0,0.0,-6.0,41.0,34.0,7.0,4.0,3.5,3.75,2.05
293,293,293,Mainz 05,Jannik Huth,Giulio Donati,Leon Balogun,Levin Öztunalı,Bojan Krkić,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Fabian Frei,Jean-Philippe Gbamin,Pablo de Blasis,Eint Frankfurt,Lukáš Hrádecký,Bastian Oczipka,Haris Seferović,Marco Fabián,Mijat Gaćinović,Michael Hector,David Abraham,Timothy Chandler,Aymen Barkok,Branimir Hrgota,Taleb Tawatha,Matchweek 33,4,2,33,-11.0,-5.0,0.0,-3.0,34.0,41.0,5.0,4.0,5.0,3.8,1.7
294,294,294,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Manuel Gulde,Amir Abrashi,Florian Niederlechner,Onur Bulut,Janik Haberer,Marc-Oliver Kempf,Maximilian Philipp,Nicolas Höfler,Christian Günter,Ingolstadt 04,Markus Suttner,Martin Hansen,Mathew Leckie,Roger,Pascal Groß,Dario Lezcano,Romain Brégerie,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 33,1,1,33,-15.0,-21.0,-4.0,-5.0,47.0,30.0,9.0,5.0,2.9,3.5,2.38
295,295,295,RB Leipzig,Péter Gulácsi,Bernardo,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Dayot Upamecano,Diego Demme,Marvin Compper,Bayern Munich,Tom Starke,Thiago Alcántara,Franck Ribéry,Robert Lewandowski,Arjen Robben,Xabi Alonso,Jérôme Boateng,Juan Bernat,Philipp Lahm,David Alaba,Joshua Kimmich,Matchweek 33,4,5,33,28.0,63.0,7.0,7.0,66.0,76.0,11.0,11.0,1.95,3.7,3.75
296,296,296,Augsburg,Andreas Luthe,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Halil Altıntop,Daniel Baier,Jonathan Schmid,Dominik Kohr,Alfreð Finnbogason,Philipp Max,Martin Hinteregger,Dortmund,Roman Bürki,Ousmane Dembélé,Marco Reus,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Matchweek 33,1,1,33,-16.0,31.0,3.0,4.0,36.0,60.0,7.0,10.0,1.5,4.6,6.0
297,297,297,Dortmund,Roman Bürki,Marc Bartra,Ousmane Dembélé,Nuri Şahin,Marco Reus,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Matthias Ginter,Erik Durm,Werder Bremen,Felix Wiedwald,Thomas Delaney,Max Kruse,Miloš Veljković,Zlatko Junuzović,Niklas Moisander,Ulisses Garcia,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Matchweek 34,4,3,34,31.0,-2.0,2.0,1.0,61.0,45.0,11.0,9.0,12.0,7.5,1.2
298,298,298,Hamburger SV,Christian Mathenia,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Mërgim Mavraj,Filip Kostić,Albin Ekdal,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Wolfsburg,Koen Casteels,Philipp Wollscheid,Paul-Georges Ntep,Yunus Mallı,Yannick Gerhardt,Jakub Błaszczykowski,Luiz Gustavo,Josuha Guilavogui,Sebastian Jung,Robin Knoche,Mario Gómez,Matchweek 34,2,1,34,-29.0,-17.0,-5.0,-5.0,35.0,37.0,2.0,7.0,2.7,3.4,2.6
299,299,299,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Roger,Pascal Groß,Dario Lezcano,Romain Brégerie,Max Christiansen,Sonny Kittel,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Schalke 04,Ralf Fährmann,Leon Goretzka,Nabil Bentaleb,Benjamin Stambouli,Guido Burgstaller,Thilo Kehrer,Coke,Sascha Riether,Naldo,Matija Nastasić,Donis Avdijaj,Matchweek 34,1,1,34,-21.0,5.0,-2.0,1.0,31.0,42.0,3.0,5.0,2.6,3.5,2.63
300,300,300,Hertha BSC,Rune Jarstein,Peter Pekarík,Vladimír Darida,Alexander Esswein,Salomon Kalou,Vedad Ibišević,Allan,Marvin Plattenhardt,Mitchell Weiser,John Brooks,Jordan Torunarigha,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Stefan Kießling,Julian Baumgartlinger,Tin Jedvaj,Wendell,Julian Brandt,Charles Aránguiz,Kai Havertz,Benjamin Henrichs,Matchweek 34,2,6,34,0.0,-6.0,-2.0,-4.0,49.0,38.0,6.0,3.0,3.8,3.4,2.05
301,301,301,Bayern Munich,Tom Starke,Robert Lewandowski,Arjen Robben,Xabi Alonso,Jérôme Boateng,Juan Bernat,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Kingsley Coman,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Manuel Gulde,Florian Niederlechner,Mike Frantz,Janik Haberer,Marc-Oliver Kempf,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Matchweek 34,4,1,34,64.0,-15.0,8.0,0.0,79.0,48.0,11.0,7.0,15.0,8.0,1.17
302,302,302,Hoffenheim,Oliver Baumann,Ermin Bičakčić,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Mark Uth,Kevin Vogt,Niklas Süle,Andrej Kramarić,Ádám Szalai,Augsburg,Andreas Luthe,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Halil Altıntop,Daniel Baier,Jonathan Schmid,Dominik Kohr,Alfreð Finnbogason,Philipp Max,Martin Hinteregger,Matchweek 34,0,0,34,27.0,-16.0,2.0,2.0,61.0,37.0,10.0,8.0,8.5,5.0,1.36
303,303,303,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Miloš Jojić,Yuya Osako,Jonas Hector,Leonardo Bittencourt,Lukas Klünter,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,Mainz 05,Jannik Huth,Leon Balogun,Robin Quaison,Bojan Krkić,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Fabian Frei,Jean-Philippe Gbamin,Niko Bungert,Gerrit Holtmann,Matchweek 34,2,0,34,7.0,-9.0,1.0,1.0,46.0,37.0,6.0,8.0,5.5,4.0,1.62
