,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
94,94,94,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Daniel Caligiuri,Yannick Gerhardt,Jakub Błaszczykowski,Christian Träsch,Luiz Gustavo,Maximilian Arnold,Paul Seguin,Mario Gómez,Ricardo Rodríguez,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Alessandro Schöpf,Naldo,Matija Nastasić,Matchweek 11,0,1,11,-4.0,1.0,-1.0,5.0,9.0,11.0,4.0,11.0,2.9,3.5,2.4
95,95,95,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Aytaç Sulu,Jérôme Gondorf,Antonio Čolak,Marcel Heller,Immanuel Höhn,Florian Jungwirth,Änis Ben-Hatira,László Kleinheisler,Ingolstadt 04,Markus Suttner,Martin Hansen,Anthony Jung,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 11,0,1,11,-10.0,-14.0,-2.0,-5.0,8.0,2.0,4.0,1.0,2.55,3.1,3.0
96,96,96,Dortmund,Roman Bürki,Marc Bartra,Mario Götze,Pierre-Emerick Aubameyang,Adrián Ramos,André Schürrle,Sokratis Papastathopoulos,Łukasz Piszczek,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Franck Ribéry,Robert Lewandowski,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Thomas Müller,David Alaba,Joshua Kimmich,Matchweek 11,1,0,11,13.0,18.0,3.0,4.0,18.0,24.0,6.0,9.0,2.1,3.6,3.4
97,97,97,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Johan Djourou,Douglas Santos,Lewis Holtby,Michael Gregoritsch,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Matchweek 11,2,2,11,7.0,-19.0,5.0,-9.0,20.0,2.0,13.0,1.0,5.5,4.0,1.62
98,98,98,Werder Bremen,Felix Wiedwald,Santiago García,Clemens Fritz,Max Kruse,Miloš Veljković,Claudio Pizarro,Zlatko Junuzović,Niklas Moisander,Theodor Gebre Selassie,Florian Grillitsch,Serge Gnabry,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Marco Fabián,Mijat Gaćinović,David Abraham,Makoto Hasebe,Timothy Chandler,Branimir Hrgota,Omar Mascarell,Matchweek 11,1,2,11,-15.0,6.0,-5.0,4.0,7.0,18.0,4.0,8.0,2.55,3.5,2.7
99,99,99,Freiburg,Alexander Schwolow,Marc Torrejón,Manuel Gulde,Amir Abrashi,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Nils Petersen,Nicolas Höfler,Christian Günter,Vincenzo Grifo,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Benno Schmitz,Marcel Halstenberg,Diego Demme,Matchweek 12,1,4,12,-5.0,14.0,-2.0,7.0,15.0,27.0,6.0,15.0,1.95,3.6,3.8
100,100,100,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Marco Fabián,Mijat Gaćinović,Alexander Meier,Michael Hector,David Abraham,Makoto Hasebe,Timothy Chandler,Dortmund,Roman Weidenfeller,Mario Götze,Pierre-Emerick Aubameyang,Adrián Ramos,André Schürrle,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Matchweek 12,2,1,12,7.0,14.0,5.0,4.0,21.0,21.0,11.0,9.0,1.65,4.2,4.75
101,101,101,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Nico Elvedi,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Fabian Schär,Sebastian Rudy,Eugen Polanski,Sandro Wagner,Steven Zuber,Benjamin Hübner,Niklas Süle,Andrej Kramarić,Ádám Szalai,Matchweek 12,1,1,12,-6.0,7.0,-6.0,4.0,12.0,21.0,2.0,11.0,3.75,3.6,2.0
102,102,102,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Simon Zoller,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Konstantin Rausch,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Halil Altıntop,Daniel Baier,Jonathan Schmid,Christoph Janker,Dominik Kohr,Ji Dong-won,Philipp Max,Martin Hinteregger,Matchweek 12,0,0,12,10.0,-4.0,2.0,-1.0,21.0,12.0,9.0,5.0,5.25,3.5,1.75
103,103,103,Ingolstadt 04,Markus Suttner,Martin Hansen,Anthony Jung,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Julian Draxler,Daniel Didavi,Yannick Gerhardt,Luiz Gustavo,Josuha Guilavogui,Maximilian Arnold,Paul Seguin,Mario Gómez,Ricardo Rodríguez,Matchweek 12,1,1,12,-13.0,-5.0,-3.0,-1.0,5.0,9.0,4.0,3.0,2.5,3.3,2.9
104,104,104,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Johan Djourou,Douglas Santos,Lewis Holtby,Michael Gregoritsch,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Werder Bremen,Jaroslav Drobný,Santiago García,Robert Bauer,Clemens Fritz,Max Kruse,Miloš Veljković,Zlatko Junuzović,Niklas Moisander,Fin Bartels,Thanos Petsos,Serge Gnabry,Matchweek 12,2,2,12,-19.0,-16.0,-9.0,-7.0,3.0,7.0,2.0,3.0,3.0,3.4,2.38
105,105,105,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Douglas Costa,Xabi Alonso,Philipp Lahm,Thomas Müller,David Alaba,Joshua Kimmich,Leverkusen,Bernd Leno,Jonathan Tah,Aleksandar Dragović,Hakan Çalhanoğlu,Admir Mehmedi,Wendell,Julian Brandt,Charles Aránguiz,Kai Havertz,Benjamin Henrichs,Kevin Kampl,Matchweek 12,2,1,12,17.0,0.0,3.0,-2.0,24.0,16.0,8.0,6.0,10.0,6.0,1.29
106,106,106,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Alessandro Schöpf,Naldo,Matija Nastasić,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Aytaç Sulu,Mario Vrančić,Artem Fedetskyi,Antonio Čolak,Sandro Sirigu,Marcel Heller,Florian Jungwirth,Änis Ben-Hatira,Matchweek 12,3,1,12,2.0,-11.0,6.0,-2.0,14.0,8.0,11.0,3.0,10.0,5.0,1.33
107,107,107,Hertha BSC,Rune Jarstein,Peter Pekarík,Niklas Stark,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Genki Haraguchi,John Brooks,Fabian Lustenberger,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Levin Öztunalı,Yunus Mallı,André Ramalho,Gaëtan Bussmann,Jean-Philippe Gbamin,Niko Bungert,Pablo de Blasis,Aaron Seydel,Matchweek 12,2,1,12,7.0,1.0,3.0,-1.0,21.0,17.0,8.0,9.0,3.8,3.5,2.0
108,108,108,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Yunus Mallı,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Fabian Frei,Karim Onisiwo,André Ramalho,Alexander Hack,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Arjen Robben,Philipp Lahm,Thomas Müller,David Alaba,Joshua Kimmich,Matchweek 13,1,3,13,0.0,18.0,1.0,2.0,17.0,27.0,6.0,10.0,1.29,5.75,10.0
109,109,109,Werder Bremen,Jaroslav Drobný,Santiago García,Robert Bauer,Max Kruse,Claudio Pizarro,Zlatko Junuzović,Niklas Moisander,Fin Bartels,Lamine Sané,Serge Gnabry,Philipp Bargfrede,Ingolstadt 04,Markus Suttner,Martin Hansen,Anthony Jung,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 13,2,1,13,-16.0,-13.0,-5.0,-3.0,8.0,6.0,1.0,5.0,2.9,3.3,2.5
110,110,110,Dortmund,Roman Weidenfeller,Marc Bartra,Ousmane Dembélé,Nuri Şahin,Marco Reus,Pierre-Emerick Aubameyang,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Gladbach,Yann Sommer,Andreas Christensen,Tobias Strobl,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Julian Korb,Nico Elvedi,Matchweek 13,4,1,13,13.0,-6.0,3.0,-4.0,21.0,13.0,8.0,2.0,6.5,4.5,1.5
111,111,111,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Daniel Caligiuri,Yannick Gerhardt,Borja Mayoral,Josuha Guilavogui,Maximilian Arnold,Paul Seguin,Robin Knoche,Mario Gómez,Ricardo Rodríguez,Hertha BSC,Rune Jarstein,Peter Pekarík,Niklas Stark,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Julian Schieber,Marvin Plattenhardt,Genki Haraguchi,John Brooks,Fabian Lustenberger,Matchweek 13,2,3,13,-5.0,8.0,1.0,3.0,10.0,24.0,4.0,10.0,3.8,3.2,2.1
112,112,112,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Eugen Polanski,Sandro Wagner,Jeremy Toljan,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Marcel Risse,Simon Zoller,Yuya Osako,Jonas Hector,Mërgim Mavraj,Salih Özcan,Anthony Modeste,Konstantin Rausch,Matchweek 13,4,0,13,7.0,10.0,1.0,3.0,22.0,22.0,9.0,7.0,3.6,3.4,2.1
113,113,113,Leverkusen,Bernd Leno,Aleksandar Dragović,Javier Hernández,Hakan Çalhanoğlu,Tin Jedvaj,Wendell,Julian Brandt,Charles Aránguiz,Kai Havertz,Benjamin Henrichs,Kevin Kampl,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Manuel Gulde,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Lukas Kübler,Janik Haberer,Julian Schuster,Christian Günter,Vincenzo Grifo,Matchweek 13,1,1,13,-1.0,-8.0,0.0,-6.0,16.0,15.0,6.0,6.0,7.0,4.2,1.5
114,114,114,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Benno Schmitz,Marcel Halstenberg,Diego Demme,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Alessandro Schöpf,Naldo,Matija Nastasić,Matchweek 13,2,1,13,17.0,4.0,8.0,5.0,30.0,17.0,15.0,13.0,4.0,3.3,2.0
115,115,115,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Aytaç Sulu,Mario Vrančić,Antonio Čolak,Sandro Sirigu,Peter Niemeyer,Marcel Heller,Florian Jungwirth,László Kleinheisler,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Johan Djourou,Douglas Santos,Lewis Holtby,Michael Gregoritsch,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Matchweek 13,0,2,13,-13.0,-19.0,-6.0,-6.0,8.0,4.0,3.0,2.0,2.8,3.1,2.7
116,116,116,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Halil Altıntop,Daniel Baier,Jonathan Schmid,Christoph Janker,Dominik Kohr,Ji Dong-won,Philipp Max,Martin Hinteregger,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Mijat Gaćinović,Alexander Meier,David Abraham,Makoto Hasebe,Timothy Chandler,Branimir Hrgota,Omar Mascarell,Matchweek 13,1,1,13,-4.0,8.0,0.0,3.0,13.0,24.0,5.0,13.0,2.75,3.0,2.8
117,117,117,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Haris Seferović,Marco Fabián,Alexander Meier,David Abraham,Makoto Hasebe,Timothy Chandler,Omar Mascarell,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Lukas Rupp,Eugen Polanski,Sandro Wagner,Jeremy Toljan,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Matchweek 14,0,0,14,8.0,11.0,3.0,4.0,25.0,25.0,11.0,9.0,3.0,3.3,2.4
118,118,118,Ingolstadt 04,Martin Hansen,Anthony Jung,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Dario Lezcano,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Benno Schmitz,Marcel Halstenberg,Diego Demme,Matchweek 14,1,0,14,-14.0,18.0,-2.0,7.0,6.0,33.0,4.0,15.0,1.8,3.75,4.33
119,119,119,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Manuel Gulde,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Lukas Kübler,Janik Haberer,Julian Schuster,Christian Günter,Vincenzo Grifo,Darmstadt 98,Michael Esser,Aytaç Sulu,Mario Vrančić,Artem Fedetskyi,Jérôme Gondorf,Jan Rosenthal,Sandro Sirigu,Peter Niemeyer,Marcel Heller,Fabian Holland,Sven Schipplock,Matchweek 14,1,0,14,-8.0,-15.0,-8.0,-6.0,16.0,8.0,4.0,0.0,5.5,3.75,1.67
120,120,120,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Johan Djourou,Douglas Santos,Lewis Holtby,Michael Gregoritsch,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Halil Altıntop,Daniel Baier,Jonathan Schmid,Christoph Janker,Dominik Kohr,Ji Dong-won,Philipp Max,Martin Hinteregger,Matchweek 14,1,0,14,-17.0,-4.0,-1.0,2.0,7.0,14.0,5.0,6.0,3.25,3.2,2.3
121,121,121,Bayern Munich,Manuel Neuer,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Arjen Robben,Juan Bernat,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Wolfsburg,Diego Benaglio,Marcel Schäfer,Jeffrey Bruma,Daniel Caligiuri,Yannick Gerhardt,Jakub Błaszczykowski,Borja Mayoral,Josuha Guilavogui,Robin Knoche,Mario Gómez,Ricardo Rodríguez,Matchweek 14,5,0,14,20.0,-6.0,2.0,1.0,30.0,10.0,10.0,4.0,17.0,7.5,1.17
122,122,122,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Marco Höger,Artjoms Rudņevs,Yuya Osako,Jonas Hector,Mërgim Mavraj,Paweł Olkowski,Salih Özcan,Anthony Modeste,Dortmund,Roman Weidenfeller,Ousmane Dembélé,Marco Reus,Pierre-Emerick Aubameyang,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Erik Durm,Matchweek 14,1,1,14,6.0,16.0,-4.0,6.0,22.0,24.0,7.0,10.0,1.57,4.33,5.5
123,123,123,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Alexander Esswein,Salomon Kalou,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Fabian Lustenberger,Werder Bremen,Jaroslav Drobný,Santiago García,Robert Bauer,Clemens Fritz,Max Kruse,Claudio Pizarro,Niklas Moisander,Fin Bartels,Lamine Sané,Serge Gnabry,Philipp Bargfrede,Matchweek 14,0,1,14,9.0,-15.0,5.0,-2.0,27.0,11.0,10.0,4.0,5.0,3.75,1.73
124,124,124,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Mahmoud Dahoud,Raffael,Lars Stindl,Oscar Wendt,Tony Jantschke,André Hahn,Nico Elvedi,Mainz 05,Jonas Lössl,Giulio Donati,Danny Latza,Levin Öztunalı,Yunus Mallı,Stefan Bell,Jairo Samperio,Karim Onisiwo,Gaëtan Bussmann,Jean-Philippe Gbamin,Alexander Hack,Matchweek 14,1,0,14,-9.0,-2.0,-7.0,-3.0,13.0,17.0,2.0,6.0,5.0,4.0,1.67
125,125,125,Schalke 04,Ralf Fährmann,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Yevhen Konoplyanka,Eric Maxim Choupo-Moting,Baba Rahman,Thilo Kehrer,Alessandro Schöpf,Naldo,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Hakan Çalhanoğlu,Stefan Kießling,Julian Baumgartlinger,Wendell,Julian Brandt,Charles Aránguiz,Ömer Toprak,Benjamin Henrichs,Matchweek 14,0,1,14,3.0,-1.0,4.0,-1.0,17.0,17.0,10.0,7.0,3.2,3.3,2.3
126,126,126,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Jeremy Toljan,Nadiem Amiri,Mark Uth,Benjamin Hübner,Kevin Vogt,Niklas Süle,Dortmund,Roman Weidenfeller,Marc Bartra,Sven Bender,Ousmane Dembélé,Mario Götze,Marco Reus,Pierre-Emerick Aubameyang,Christian Pulisic,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Matchweek 15,2,2,15,11.0,16.0,4.0,3.0,26.0,25.0,7.0,10.0,1.85,4.0,3.8
127,127,127,Mainz 05,Jonas Lössl,Giulio Donati,Danny Latza,Yunus Mallı,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Karim Onisiwo,André Ramalho,Pablo de Blasis,Alexander Hack,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Emir Spahić,Douglas Santos,Bobby Wood,Michael Gregoritsch,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Matchweek 15,3,1,15,-3.0,-16.0,-2.0,3.0,17.0,10.0,3.0,8.0,4.0,3.6,1.91
128,128,128,Augsburg,Marwin Hitz,Paul Verhaegh,Jeffrey Gouweleeuw,Daniel Baier,Jonathan Schmid,Jan Morávek,Koo Ja-cheol,Ji Dong-won,Philipp Max,Martin Hinteregger,Takashi Usami,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Raffael,Oscar Wendt,André Hahn,Nico Elvedi,Matchweek 15,1,0,15,-5.0,-8.0,-1.0,-3.0,14.0,16.0,6.0,4.0,2.4,3.1,3.2
129,129,129,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Nabil Bentaleb,Yevhen Konoplyanka,Fabian Reese,Thilo Kehrer,Alessandro Schöpf,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Manuel Gulde,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Lukas Kübler,Janik Haberer,Julian Schuster,Christian Günter,Vincenzo Grifo,Matchweek 15,1,1,15,2.0,-7.0,1.0,-4.0,17.0,19.0,9.0,4.0,5.0,4.0,1.67
130,130,130,Werder Bremen,Jaroslav Drobný,Santiago García,Robert Bauer,Clemens Fritz,Max Kruse,Claudio Pizarro,Niklas Moisander,Fin Bartels,Lamine Sané,Serge Gnabry,Philipp Bargfrede,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Marco Höger,Artjoms Rudņevs,Yuya Osako,Jonas Hector,Mërgim Mavraj,Paweł Olkowski,Anthony Modeste,Konstantin Rausch,Matchweek 15,1,1,15,-14.0,6.0,1.0,-3.0,14.0,23.0,7.0,5.0,2.7,3.4,2.6
131,131,131,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Hertha BSC,Rune Jarstein,Niklas Stark,Salomon Kalou,Jens Hegeler,Julian Schieber,Vedad Ibišević,Allan,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Fabian Lustenberger,Matchweek 15,2,0,15,17.0,8.0,4.0,1.0,33.0,27.0,12.0,10.0,6.0,3.8,1.62
132,132,132,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Daniel Caligiuri,Julian Draxler,Yannick Gerhardt,Luiz Gustavo,Josuha Guilavogui,Maximilian Arnold,Paul Seguin,Mario Gómez,Ricardo Rodríguez,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Marco Fabián,Michael Hector,Ante Rebić,David Abraham,Makoto Hasebe,Branimir Hrgota,Omar Mascarell,Matchweek 15,1,0,15,-11.0,8.0,-7.0,2.0,10.0,26.0,4.0,11.0,3.0,3.2,2.5
133,133,133,Darmstadt 98,Michael Esser,Aytaç Sulu,Mario Vrančić,Artem Fedetskyi,Jérôme Gondorf,Jan Rosenthal,Sandro Sirigu,Peter Niemeyer,Marcel Heller,Fabian Holland,Sven Schipplock,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Douglas Costa,Rafinha,Xabi Alonso,Arturo Vidal,Thomas Müller,David Alaba,Matchweek 15,0,1,15,-16.0,25.0,-6.0,7.0,8.0,33.0,0.0,10.0,1.14,8.0,19.0
134,134,134,Leverkusen,Bernd Leno,Jonathan Tah,Aleksandar Dragović,Javier Hernández,Hakan Çalhanoğlu,Admir Mehmedi,Julian Baumgartlinger,Tin Jedvaj,Charles Aránguiz,Danny da Costa,Kevin Kampl,Ingolstadt 04,Markus Suttner,Martin Hansen,Anthony Jung,Alfredo Morales,Roger,Pascal Groß,Dario Lezcano,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 15,1,2,15,0.0,-13.0,-1.0,1.0,20.0,9.0,7.0,7.0,6.25,4.0,1.55
135,135,135,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Julian Korb,Nico Elvedi,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Daniel Caligiuri,Julian Draxler,Yannick Gerhardt,Jannes Horn,Luiz Gustavo,Josuha Guilavogui,Maximilian Arnold,Paul Seguin,Mario Gómez,Matchweek 16,1,2,16,-9.0,-10.0,-3.0,-5.0,16.0,13.0,4.0,4.0,4.0,3.5,1.95
136,136,136,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Marco Fabián,Mijat Gaćinović,Ante Rebić,David Abraham,Makoto Hasebe,Timothy Chandler,Branimir Hrgota,Omar Mascarell,Mainz 05,Jonas Lössl,Giulio Donati,Danny Latza,Yunus Mallı,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Karim Onisiwo,Jean-Philippe Gbamin,Pablo de Blasis,Alexander Hack,Matchweek 16,3,0,16,7.0,-1.0,0.0,-2.0,26.0,20.0,8.0,6.0,3.9,3.4,2.0
137,137,137,Hamburger SV,Christian Mathenia,Johan Djourou,Douglas Santos,Michael Gregoritsch,Luca Waldschmidt,Filip Kostić,Albin Ekdal,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Nabil Bentaleb,Yevhen Konoplyanka,Baba Rahman,Thilo Kehrer,Alessandro Schöpf,Matchweek 16,2,1,16,-18.0,2.0,1.0,0.0,10.0,18.0,8.0,7.0,2.3,3.25,3.3
138,138,138,Dortmund,Roman Weidenfeller,Marc Bartra,Ousmane Dembélé,Mario Götze,Pierre-Emerick Aubameyang,Christian Pulisic,Shinji Kagawa,Mikel Merino,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Jonathan Schmid,Jan Morávek,Dominik Kohr,Ji Dong-won,Georg Teigl,Martin Hinteregger,Matchweek 16,1,1,16,16.0,-4.0,2.0,0.0,26.0,17.0,8.0,6.0,10.0,5.5,1.3
139,139,139,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Arjen Robben,Douglas Costa,Xabi Alonso,Philipp Lahm,Arturo Vidal,David Alaba,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Matchweek 16,3,0,16,26.0,19.0,9.0,5.0,36.0,36.0,12.0,12.0,8.0,5.25,1.36
140,140,140,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Artjoms Rudņevs,Yuya Osako,Jonas Hector,Mërgim Mavraj,Paweł Olkowski,Salih Özcan,Anthony Modeste,Konstantin Rausch,Leverkusen,Bernd Leno,Aleksandar Dragović,Hakan Çalhanoğlu,Admir Mehmedi,Wendell,Julian Brandt,Ömer Toprak,Kai Havertz,Vladlen Yurchenko,Benjamin Henrichs,Kevin Kampl,Matchweek 16,1,1,16,6.0,-1.0,-4.0,-1.0,24.0,20.0,6.0,4.0,2.6,3.3,2.75
141,141,141,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Eugen Polanski,Kerem Demirbay,Sandro Wagner,Jeremy Toljan,Nadiem Amiri,Mark Uth,Benjamin Hübner,Kevin Vogt,Niklas Süle,Werder Bremen,Jaroslav Drobný,Santiago García,Robert Bauer,Max Kruse,Miloš Veljković,Claudio Pizarro,Zlatko Junuzović,Niklas Moisander,Lamine Sané,Serge Gnabry,Philipp Bargfrede,Matchweek 16,1,1,16,11.0,-14.0,4.0,2.0,27.0,15.0,7.0,8.0,5.5,4.0,1.62
