,HomePlayer_Overall_sd,HomePlayer_Overall_mean_ln,AwayPlayer_Overall_sd,AwayPlayer_Overall_mean_ln,home_GD_form,home_Points_form,away_GD_form,away_Points_form,B365A,B365D,B365H
1444,2.9480347845486987,4.290963365481734,4.540724811985617,4.34576330837815,0.0,0.0,0.0,0.0,2.05,3.6,3.8
1445,4.915652180905028,4.369904329743447,1.1200649331826502,4.299033652881703,0.0,0.0,0.0,0.0,15.0,6.5,1.25
1446,1.7786613965666327,4.319655461199031,1.2649110640673518,4.381912976107778,0.0,0.0,0.0,0.0,2.15,3.4,3.4
1447,1.694912172570388,4.323299293068453,2.696799449852968,4.349135052293643,0.0,0.0,0.0,0.0,3.0,3.2,2.5
1448,2.831639422345617,4.299696596388525,2.195035721390843,4.320722141200378,0.0,0.0,0.0,0.0,4.33,3.4,1.91
1449,2.114882330704778,4.40085448145808,2.4899799195977463,4.276124694708988,0.0,0.0,0.0,0.0,15.0,6.5,1.2
1450,2.6111648393354674,4.320570667418592,2.7502066038093145,4.353805361979517,0.0,0.0,0.0,0.0,2.05,3.5,3.6
1451,3.4771984543464143,4.356958196038418,4.33589667773576,4.441490423872366,0.0,0.0,0.0,0.0,1.5,4.33,6.5
1452,1.949358868961793,4.303748172289041,4.451761653343744,4.432799266864205,0.0,0.0,0.0,0.0,1.22,6.5,13.0
1453,1.5782614139961386,4.316073338937493,3.156522827992278,4.345372194352347,0.0,0.0,0.0,0.0,2.15,3.3,3.6
1454,2.114882330704778,4.309824479137517,3.645669909757203,4.341554588907067,0.0,0.0,0.0,0.0,2.6,3.25,2.8
1455,2.686667418602797,4.29356178663945,1.5782614139961386,4.291492905071899,0.0,0.0,0.0,0.0,4.5,3.3,1.91
1456,3.466724941235145,4.33928174325203,2.831639422345617,4.299696596388525,0.0,1.0,1.0,3.0,6.5,3.8,1.57
1457,4.166969685951215,4.344744428220103,1.949358868961793,4.303748172289041,0.0,1.0,0.0,1.0,4.5,3.5,1.85
1458,4.562694578665311,4.444561422950316,2.018099916438052,4.323204377692636,1.0,3.0,0.0,1.0,26.0,10.0,1.1
1459,1.7215215257545762,4.354156452142262,3.0,4.31675574022777,1.0,3.0,0.0,1.0,6.0,4.33,1.53
1460,3.977207791677702,4.444865611352856,2.227921983292136,4.306113388726585,0.0,1.0,0.0,1.0,26.0,10.0,1.1
1461,1.555050423035156,4.286510338117809,4.006812380751743,4.347277694133733,2.0,3.0,-1.0,0.0,2.1,3.1,4.0
1462,2.248231628312673,4.360986126644847,1.5075567228888185,4.324553231444119,0.0,1.0,0.0,1.0,8.0,4.33,1.44
1463,1.1677484162422846,4.3842000274181165,2.2401298663653004,4.39072908446254,0.0,1.0,1.0,3.0,2.63,3.2,2.8
1464,2.2401298663653004,4.2862859429355815,1.6787441193290351,4.313616186902228,-1.0,0.0,-1.0,0.0,4.5,3.3,1.91
1465,2.907670107585359,4.308258696523601,1.9021518914592015,4.307441612132511,-1.0,0.0,-2.0,0.0,4.0,3.2,2.05
1466,1.814086296433852,4.316008669476535,2.4007574562284217,4.366716292084065,-1.0,1.0,-3.0,1.0,1.75,3.75,4.75
1467,2.423371055519,4.30970112875409,4.410730716621165,4.433895252713353,-1.0,3.0,5.0,4.0,1.33,5.0,10.0
1468,2.4271195048676715,4.302340093029107,4.566677726153385,4.363185750506844,0.0,2.0,0.0,2.0,2.25,3.2,3.4
1469,2.0714509627092528,4.395275486332963,3.9196474795109273,4.427655214738014,4.0,6.0,2.0,6.0,2.3,3.2,3.3
1470,5.139862042718834,4.291706644539911,4.060900034587048,4.341269772509175,-5.0,1.0,0.0,2.0,3.2,3.3,2.3
1471,1.9021518914592015,4.307441612132511,3.445682410311094,4.336920335397188,-1.0,3.0,2.0,4.0,2.25,3.1,3.5
1472,3.3898243451407764,4.356981461335511,2.423371055519,4.310922705573602,-3.0,0.0,-2.0,0.0,7.0,3.75,1.57
1473,1.7215215257545762,4.354156452142262,2.292279532375023,4.285014466392425,4.0,6.0,-1.0,1.0,7.0,4.2,1.5
1474,1.5724907862137931,4.323333785673077,1.555050423035156,4.286510338117809,-1.0,1.0,4.0,6.0,5.25,3.5,1.75
1475,6.976584212401315,4.2644480434779375,1.5075567228888185,4.324553231444119,-3.0,1.0,0.0,2.0,3.5,3.5,2.1
1476,4.776838056516237,4.292056783717363,1.5724907862137931,4.323333785673077,-4.0,0.0,-1.0,2.0,2.9,3.1,2.6
1477,4.534714584583727,4.427326075171745,1.8683974659876552,4.305000623150166,11.0,7.0,-3.0,3.0,26.0,15.0,1.06
