,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
81,Benfica,Ederson,Luisão,Ljubomir Fejsa,Raúl Jiménez,Victor Lindelöf,Eduardo Salvio,Gonçalo Guedes,Pizzi,Franco Cervi,André Almeida,Nélson Semedo,Napoli,Pepe Reina,Elseid Hysaj,Allan,José Callejón,Marek Hamšík,Manolo Gabbiadini,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Amadou Diawara,Group stage,1,2
82,Basel,Tomáš Vaclík,Adama Traoré,Michael Lang,Serey Die,Matías Emilio Delgado,Renato Steffen,Marek Suchý,Marc Janko,Éder Álvarez Balanta,Mohamed Elyounoussi,Taulant Xhaka,Arsenal,David Ospina,Kieran Gibbs,Gabriel Paulista,Laurent Koscielny,Alexis Sánchez,Aaron Ramsey,Lucas Pérez,Mesut Özil,Rob Holding,Alex Iwobi,Granit Xhaka,Group stage,1,4
83,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Lucas Moura,Thiago Motta,Edinson Cavani,Ángel Di María,Thomas Meunier,Blaise Matuidi,Maxwell,Hatem Ben Arfa,Ludogorets,Vladislav Stoyanov,Cicinho,Natanael,Anicet Abel,Svetoslav Dyakov,Jonathan Cafu,Cosmin Moți,Ihor Plastun,Marcelinho,Wanderson,Virgil Misidjan,Group stage,2,2
84,Barcelona,Jasper Cillessen,Denis Suárez,Arda Turan,Andrés Iniesta,Lionel Messi,Javier Mascherano,Paco Alcácer,Lucas Digne,André Gomes,Aleix Vidal,Samuel Umtiti,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Mahmoud Dahoud,Thorgan Hazard,Nico Schulz,Tony Jantschke,Julian Korb,André Hahn,Nico Elvedi,Group stage,4,0
85,PSV Eindhoven,Jeroen Zoet,Nicolas Isimat-Mirin,Héctor Moreno,Santiago Arias,Daniel Schwaab,Davy Pröpper,Luuk de Jong,Joshua Brenet,Bart Ramselaar,Oleksandr Zinchenko,Steven Bergwijn,Rostov,Soslan Dzhanayev,Timofei Kalachev,Vladimir Granat,Dmitry Poloz,Christian Noboa,Sardar Azmoun,Miha Mevlja,Fyodor Kudryashov,César Navas,Alexandru Gațcan,Aleksandr Erokhin,Group stage,0,0
86,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Robert Lewandowski,Arjen Robben,Douglas Costa,Rafinha,Juan Bernat,Arturo Vidal,David Alaba,Renato Sanches,Atlético Madrid,Jan Oblak,Diego Godín,Koke,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Gabi,Stefan Savić,Šime Vrsaljko,Lucas Hernández,Nicolás Gaitán,Group stage,1,0
87,Dynamo Kyiv,Artur Rudko,Vitorino Antunes,Andriy Yarmolenko,Serhiy Sydorchuk,Serhiy Rybalka,Domagoj Vida,Derlis González,Mykyta Burda,Vitaliy Buyalskyi,Yevhen Khacheridi,Artem Besyedin,Beşiktaş,Fabricio,Adriano,Duško Tošić,Ricardo Quaresma,Vincent Aboubakar,Olcay Şahan,Atiba Hutchinson,Oğuzhan Özyakup,Tolgay Arslan,Marcelo,Andreas Beck,Group stage,6,0
88,Tottenham,Hugo Lloris,Kyle Walker,Danny Rose,Jan Vertonghen,Son Heung-min,Harry Kane,Victor Wanyama,Eric Dier,Dele Alli,Christian Eriksen,Harry Winks,CSKA Moscow,Igor Akinfeev,Vasili Berezutski,Zoran Tošić,Georgi Milanov,Lacina Traoré,Alan Dzagoev,Kirill Nababkin,Aleksandr Golovin,Aleksei Berezutski,Georgi Shchennikov,Bibras Natkho,Group stage,3,1
89,Porto,Iker Casillas,Maxi Pereira,Iván Marcano,Yacine Brahimi,André Silva,Óliver Torres,Alex Telles,Jesús Corona,Diogo Jota,Danilo Pereira,Felipe,Leicester City,Ben Hamer,Luis Hernández,Ben Chilwell,Danny Drinkwater,Wes Morgan,Ahmed Musa,Jeffrey Schlupp,Shinji Okazaki,Demarai Gray,Nampalys Mendy,Marcin Wasilewski,Group stage,5,0
90,Legia Warsaw,Arkadiusz Malarz,Michał Pazdan,Guilherme,Vadis Odjidja-Ofoe,Adam Hloušek,Michał Kopczyński,Bartosz Bereszyński,Jakub Rzeźniczak,Miroslav Radović,Thibault Moulin,Aleksandar Prijović,Sporting CP,Rui Patrício,Lazar Marković,Bruno César,Sebastián Coates,William Carvalho,Paulo Oliveira,Adrien Silva,Bas Dost,Marvin Zeegelaar,Rúben Semedo,Gelson Martins,Group stage,1,0
91,Lyon,Anthony Lopes,Mapou Yanga-Mbiwa,Mouctar Diakhaby,Corentin Tolisso,Alexandre Lacazette,Rachid Ghezzal,Sergi Darder,Jérémy Morel,Rafael,Maxime Gonalons,Mathieu Valbuena,Sevilla,Sergio Rico,Mariano,Vicente Iborra,Samir Nasri,Steven Nzonzi,Pablo Sarabia,Sergio Escudero,Vitolo,Nicolás Pareja,Adil Rami,Gabriel Mercado,Group stage,0,0
92,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Karim Benzema,James Rodríguez,Marcelo,Casemiro,Lucas Vázquez,Luka Modrić,Dortmund,Roman Weidenfeller,Marc Bartra,Ousmane Dembélé,Pierre-Emerick Aubameyang,André Schürrle,Christian Pulisic,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Marcel Schmelzer,Julian Weigl,Group stage,2,2
93,Club Brugge,Ludovic Butelle,Ricardo van Rhijn,Claudemir de Souza,Wesley Moraes,Lior Refaelov,Tomás Pina Isla,Felipe Gedoz,Dion Cools,Stefano Denswil,Brandon Mechele,Boli Bolingoli-Mbombo,FC Copenhagen,Robin Olsen,Ludwig Augustinsson,Erik Berg,William Kvist,Thomas Delaney,Andreas Cornelius,Peter Ankersen,Andrija Pavlović,Youssef Toutouh,Mathias Jørgensen,Rasmus Falk,Group stage,0,2
94,Leverkusen,Ramazan Özcan,Aleksandar Dragović,Javier Hernández,Hakan Çalhanoğlu,Stefan Kießling,Julian Baumgartlinger,Tin Jedvaj,Wendell,Julian Brandt,Danny da Costa,Vladlen Yurchenko,Monaco,Morgan De Sanctis,Jemerson,Nabil Dirar,João Moutinho,Guido Carrillo,Andrea Raggi,Gabriel Boschilia,Corentin Jean,Abdou Diallo,Kévin N'Doram,Almamy Touré,Group stage,3,0
95,Juventus,Neto,Medhi Benatia,Miralem Pjanić,Juan Cuadrado,Claudio Marchisio,Gonzalo Higuaín,Mario Mandžukić,Mario Lemina,Kwadwo Asamoah,Daniele Rugani,Patrice Evra,Dinamo Zagreb,Dominik Livaković,Hillel Soudani,Mario Šitum,Ante Ćorić,Junior Fernándes,Amer Gojak,Josip Pivarić,Leonardo Sigali,Gordon Schildenfeld,Bojan Knežević,Nikola Moro,Group stage,2,0
