,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
17,Arsenal,David Ospina,Kieran Gibbs,Gabriel Paulista,Laurent Koscielny,Alexis Sánchez,Mesut Özil,Theo Walcott,Alex Oxlade-Chamberlain,Santi Cazorla,Héctor Bellerín,Francis Coquelin,Olympiacos,Roberto,Alberto Botía,Kostas Fortounis,Pajtim Kasami,Omar Elabdellaoui,Dimitris Siovas,Leandro Salino,Felipe Pardo,Esteban Cambiasso,Sebá,Brown Ideye,Group stage,2,3
18,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Dani Alves,Andrés Iniesta,Luis Suárez,Neymar,Javier Mascherano,Sandro Ramírez,Jérémy Mathieu,Leverkusen,Bernd Leno,Jonathan Tah,Kyriakos Papadopoulos,Javier Hernández,Lars Bender,Hakan Çalhanoğlu,Wendell,Christoph Kramer,Giulio Donati,Karim Bellarabi,Kevin Kampl,Group stage,2,1
19,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Douglas Costa,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,David Alaba,Kingsley Coman,Joshua Kimmich,Dinamo Zagreb,Eduardo Carvalho,Hillel Soudani,Arijan Ademi,Domagoj Antolić,Paulo Machado,Junior Fernándes,Josip Pivarić,Marko Pjaca,Filip Benković,Alexandru Mățel,Jérémy Taravel,Group stage,5,0
20,Lyon,Anthony Lopes,Milan Biševac,Corentin Tolisso,Alexandre Lacazette,Christophe Jallet,Sergi Darder,Jérémy Morel,Maxime Gonalons,Samuel Umtiti,Aldo Kalulu,Mathieu Valbuena,Valencia,Jaume Doménech,João Cancelo,Shkodran Mustafi,Lucas Orbán,Álvaro Negredo,Enzo Pérez,Sofiane Feghouli,Daniel Parejo,Pablo Piatti,Javi Fuego,Aymen Abdennour,Group stage,0,1
21,Maccabi Tel Aviv,Predrag Rajković,Eli Dasa,Gal Alberman,Eran Zahavi,Eden Ben Basat,Eitan Tibi,Avi Rikan,Nikola Mitrović,Tal Ben Haim,Gil Vermouth,Dor Peretz,Dynamo Kyiv,Oleksandr Shovkovskiy,Danilo da Silva,Miguel Veloso,Vitorino Antunes,Aleksandar Dragović,Andriy Yarmolenko,Júnior Moraes,Serhiy Sydorchuk,Serhiy Rybalka,Derlis González,Yevhen Khacheridi,Group stage,0,2
22,Zenit,Mikhail Kerzhakov,Aleksandr Anyukov,Nicolas Lombaerts,Hulk,Danny,Oleg Shatov,Igor Smolnikov,Javi García,Artem Dzyuba,Ezequiel Garay,Axel Witsel,Gent,Matz Sels,Rafinha,Thomas Matton,Laurent Depoitre,Renato Neto,Stefan Mitrović,Sven Kums,Kenny Saief,Nana Akwasi Asare,Lasse Nielsen,Danijel Milićević,Group stage,2,1
23,BATE Borisov,Sergei Chernik,Kaspars Dubra,Evgeni Yablonski,Nemanja Nikolić,Mikalay Signevich,Nemanja Milunović,Ihar Stasevich,Filip Mladenović,Dzyanis Palyakow,Maksim Valadzko,Mikhail Gordeichuk,Roma,Wojciech Szczęsny,Lucas Digne,Radja Nainggolan,Juan Iturbe,Mohamed Salah,Miralem Pjanić,Daniele De Rossi,William Vainqueur,Alessandro Florenzi,Gervinho,Kostas Manolas,Group stage,3,2
24,Manchester Utd,David de Gea,Memphis,Juan Mata,Wayne Rooney,Anthony Martial,Chris Smalling,Daley Blind,Antonio Valencia,Morgan Schneiderlin,Bastian Schweinsteiger,Matteo Darmian,Wolfsburg,Diego Benaglio,Daniel Caligiuri,Julian Draxler,Max Kruse,Bas Dost,Christian Träsch,Dante,Josuha Guilavogui,Naldo,Maximilian Arnold,Ricardo Rodríguez,Group stage,2,1
25,Gladbach,Yann Sommer,Andreas Christensen,Patrick Herrmann,Mahmoud Dahoud,Raffael,Lars Stindl,Álvaro Domínguez,Oscar Wendt,Fabian Johnson,Julian Korb,Granit Xhaka,Manchester City,Joe Hart,Bacary Sagna,Raheem Sterling,Sergio Agüero,Aleksandar Kolarov,Kevin De Bruyne,David Silva,Fernandinho,Martín Demichelis,Nicolás Otamendi,Yaya Touré,Group stage,1,2
26,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Tiago Mendes,Antoine Griezmann,Óliver Torres,Ángel Correa,Jackson Martínez,Gabi,Juanfran,José María Giménez,Benfica,Júlio César,Luisão,Andreas Samaris,Raúl Jiménez,Nicolás Gaitán,Jonas,Eliseu,Gonçalo Guedes,Jardel,André Almeida,Nélson Semedo,Group stage,1,2
27,Malmö,Johan Wiland,Anton Tinnerholm,Oscar Lewicki,Enoch Kofi Adu,Markus Rosenberg,Yoshimar Yotún,Rasmus Bengtsson,Vladimir Rodić,Kári Árnason,Jo Inge Berget,Nikola Đurđić,Real Madrid,Keylor Navas,Dani Carvajal,Raphaël Varane,Nacho,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Casemiro,Mateo Kovačić,Álvaro Arbeloa,Isco,Group stage,0,2
28,Juventus,Gianluigi Buffon,Giorgio Chiellini,Sami Khedira,Álvaro Morata,Paulo Dybala,Paul Pogba,Hernanes,Andrea Barzagli,Juan Cuadrado,Leonardo Bonucci,Patrice Evra,Sevilla,Sergio Rico,Benoît Trémoulinas,Grzegorz Krychowiak,Timothée Kolodziejczak,Michael Krohn-Dehli,Kévin Gameiro,José Antonio Reyes,Steven Nzonzi,Marco Andreolli,Yevhen Konoplyanka,Coke,Group stage,2,0
29,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Vasili Berezutski,Zoran Tošić,Alan Dzagoev,Ahmed Musa,Georgi Shchennikov,Bibras Natkho,Seydou Doumbia,PSV Eindhoven,Jeroen Zoet,Héctor Moreno,Santiago Arias,Jeffrey Bruma,Davy Pröpper,Adam Maher,Luciano Narsingh,Maxime Lestienne,Jürgen Locadia,Joshua Brenet,Jorrit Hendrix,Group stage,3,2
30,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Fred,Marlos,Vyacheslav Shevchuk,Maksym Malyshev,Oleksandr Hladkyy,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Paris S-G,Kevin Trapp,Thiago Silva,Marco Verratti,Thiago Motta,Edinson Cavani,Zlatan Ibrahimović,Ángel Di María,Blaise Matuidi,Maxwell,Serge Aurier,David Luiz,Group stage,0,3
31,FC Astana,Nenad Erić,Marin Aničić,Nemanja Maksimović,Georgy Zhukov,Foxi Kéthévoama,Baurzhan Dzholchiev,Branko Ilić,Yevgeny Postnikov,Dmitriy Shomko,Roger Cañas,Junior Kabananga,Galatasaray,Fernando Muslera,Bilal Kısa,Yasin Öztekin,Selçuk İnan,Umut Bulut,Wesley Sneijder,Lukas Podolski,Hakan Balta,Lionel Carole,Semih Kaya,Jason Denayer,Group stage,2,2
32,Arsenal,Petr Čech,Per Mertesacker,Laurent Koscielny,Alexis Sánchez,Mesut Özil,Theo Walcott,Aaron Ramsey,Nacho Monreal,Santi Cazorla,Héctor Bellerín,Francis Coquelin,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Douglas Costa,Xabi Alonso,Jérôme Boateng,Juan Bernat,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Group stage,2,0
33,Porto,Iker Casillas,Maxi Pereira,Bruno Martins Indi,Iván Marcano,Rúben Neves,Yacine Brahimi,Vincent Aboubakar,Jesús Corona,André André,Miguel Layún,Giannelli Imbula,Maccabi Tel Aviv,Predrag Rajković,Gal Alberman,Eran Zahavi,Tal Ben Haim,Dor Micha,Eitan Tibi,Omri Ben Harush,Nikola Mitrović,Tal Ben Haim,Carlos García,Dor Peretz,Group stage,2,0
34,Leverkusen,Bernd Leno,Jonathan Tah,Kyriakos Papadopoulos,Javier Hernández,Hakan Çalhanoğlu,Wendell,Ömer Toprak,Christoph Kramer,Giulio Donati,Karim Bellarabi,Kevin Kampl,Roma,Wojciech Szczęsny,Antonio Rüdiger,Lucas Digne,Radja Nainggolan,Mohamed Salah,Miralem Pjanić,Daniele De Rossi,Alessandro Florenzi,Gervinho,Vasilis Torosidis,Kostas Manolas,Group stage,4,4
35,Dinamo Zagreb,Eduardo Carvalho,Hillel Soudani,Domagoj Antolić,Paulo Machado,Junior Fernándes,Gonçalo Santos,Armin Hodžić,Josip Pivarić,Marko Rog,Alexandru Mățel,Jérémy Taravel,Olympiacos,Roberto,Alberto Botía,Luka Milivojević,Kostas Fortounis,Pajtim Kasami,Omar Elabdellaoui,Dimitris Siovas,Arthur Masuaku,Felipe Pardo,Sebá,Brown Ideye,Group stage,0,1
36,Valencia,Jaume Doménech,João Cancelo,Aderlan Santos,Shkodran Mustafi,Sofiane Feghouli,Paco Alcácer,Daniel Parejo,José Luis Gayà,Javi Fuego,André Gomes,Santi Mina,Gent,Matz Sels,Thomas Matton,Laurent Depoitre,Renato Neto,Stefan Mitrović,Sven Kums,Kenny Saief,Nana Akwasi Asare,Lasse Nielsen,Thomas Foket,Danijel Milićević,Group stage,2,1
37,BATE Borisov,Sergei Chernik,Vital Hayduchyk,Alyaksandr Valadzko,Nemanja Nikolić,Mikalay Signevich,Nemanja Milunović,Ihar Stasevich,Filip Mladenović,Dzyanis Palyakow,Maksim Valadzko,Mikhail Gordeichuk,Barcelona,Marc-André ter Stegen,Gerard Piqué,Sergio Busquets,Dani Alves,Luis Suárez,Neymar,Javier Mascherano,Marc Bartra,Munir El Haddadi,Jordi Alba,Sergi Roberto,Group stage,0,2
38,Dynamo Kyiv,Oleksandr Shovkovskiy,Danilo da Silva,Aleksandar Dragović,Andriy Yarmolenko,Serhiy Sydorchuk,Serhiy Rybalka,Artem Kravets,Domagoj Vida,Derlis González,Vitaliy Buyalskyi,Yevhen Khacheridi,Chelsea,Asmir Begović,Cesc Fàbregas,Kurt Zouma,Ramires,Eden Hazard,Diego Costa,Nemanja Matić,Willian,Gary Cahill,John Terry,César Azpilicueta,Group stage,0,0
39,Zenit,Mikhail Kerzhakov,Aleksandr Anyukov,Domenico Criscito,Nicolas Lombaerts,Hulk,Danny,Oleg Shatov,Javi García,Artem Dzyuba,Ezequiel Garay,Axel Witsel,Lyon,Anthony Lopes,Mapou Yanga-Mbiwa,Corentin Tolisso,Alexandre Lacazette,Jordan Ferri,Christophe Jallet,Jérémy Morel,Rafael,Maxime Gonalons,Samuel Umtiti,Mathieu Valbuena,Group stage,3,1
40,Manchester City,Joe Hart,Bacary Sagna,Pablo Zabaleta,Raheem Sterling,Wilfried Bony,Jesús Navas,Kevin De Bruyne,Eliaquim Mangala,Fernandinho,Nicolás Otamendi,Yaya Touré,Sevilla,Sergio Rico,Benoît Trémoulinas,Grzegorz Krychowiak,Timothée Kolodziejczak,Vicente Iborra,Kévin Gameiro,Éver Banega,Vitolo,Yevhen Konoplyanka,Coke,Adil Rami,Group stage,2,1
41,Atlético Madrid,Jan Oblak,Diego Godín,Guilherme Siqueira,Tiago Mendes,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Jackson Martínez,Gabi,Stefan Savić,Juanfran,FC Astana,Nenad Erić,Yeldos Akhmetov,Georgy Zhukov,Aleksey Shchetkin,Foxi Kéthévoama,Serikzhan Muzhikov,Abzal Beisebekov,Denys Dedechko,Branko Ilić,Yevgeny Postnikov,Junior Kabananga,Group stage,4,0
42,Paris S-G,Kevin Trapp,Thiago Silva,Marquinhos,Marco Verratti,Thiago Motta,Edinson Cavani,Zlatan Ibrahimović,Ángel Di María,Blaise Matuidi,Maxwell,Serge Aurier,Real Madrid,Keylor Navas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Marcelo,Casemiro,Lucas Vázquez,Jesé,Isco,Danilo,Group stage,0,0
43,Juventus,Gianluigi Buffon,Giorgio Chiellini,Sami Khedira,Claudio Marchisio,Álvaro Morata,Paul Pogba,Alex Sandro,Andrea Barzagli,Juan Cuadrado,Mario Mandžukić,Leonardo Bonucci,Gladbach,Yann Sommer,Andreas Christensen,Mahmoud Dahoud,Raffael,Lars Stindl,Álvaro Domínguez,Ibrahima Traoré,Oscar Wendt,Fabian Johnson,Julian Korb,Granit Xhaka,Group stage,0,0
44,Malmö,Johan Wiland,Pa Konate,Anton Tinnerholm,Oscar Lewicki,Enoch Kofi Adu,Markus Rosenberg,Rasmus Bengtsson,Vladimir Rodić,Kári Árnason,Jo Inge Berget,Nikola Đurđić,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Taras Stepanenko,Fred,Bernard,Marlos,Oleksandr Hladkyy,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Ismaily,Group stage,1,0
45,Wolfsburg,Diego Benaglio,Daniel Caligiuri,Julian Draxler,Max Kruse,Bas Dost,Christian Träsch,Dante,Luiz Gustavo,Josuha Guilavogui,Naldo,Ricardo Rodríguez,PSV Eindhoven,Jeroen Zoet,Héctor Moreno,Jeffrey Bruma,Davy Pröpper,Luuk de Jong,Adam Maher,Luciano Narsingh,Simon Poulsen,Andrés Guardado,Joshua Brenet,Jorrit Hendrix,Group stage,2,0
46,Galatasaray,Fernando Muslera,Bilal Kısa,Yasin Öztekin,Selçuk İnan,Umut Bulut,Wesley Sneijder,Lukas Podolski,Aurélien Chedjou,Hakan Balta,Lionel Carole,Sabri Sarıoğlu,Benfica,Júlio César,Luisão,Andreas Samaris,Raúl Jiménez,Jonas,Nicolás Gaitán,Eliseu,Gonçalo Guedes,Sílvio,Jardel,André Almeida,Group stage,2,1
47,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Zoran Tošić,Alan Dzagoev,Ahmed Musa,Aleksei Berezutski,Roman Eremenko,Georgi Shchennikov,Seydou Doumbia,Manchester Utd,David de Gea,Phil Jones,Marcos Rojo,Wayne Rooney,Anthony Martial,Chris Smalling,Jesse Lingard,Ander Herrera,Antonio Valencia,Morgan Schneiderlin,Bastian Schweinsteiger,Group stage,1,1
48,Benfica,Júlio César,Luisão,Raúl Jiménez,Nicolás Gaitán,Jonas,Eliseu,Gonçalo Guedes,Sílvio,Talisca,Jardel,André Almeida,Galatasaray,Fernando Muslera,Bilal Kısa,Selçuk İnan,Wesley Sneijder,Lukas Podolski,Burak Yılmaz,Aurélien Chedjou,Hakan Balta,Olcan Adın,Sabri Sarıoğlu,Jason Denayer,Group stage,2,1
49,Manchester Utd,David de Gea,Marcos Rojo,Juan Mata,Wayne Rooney,Anthony Martial,Chris Smalling,Jesse Lingard,Michael Carrick,Daley Blind,Ashley Young,Bastian Schweinsteiger,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Vasili Berezutski,Zoran Tošić,Alan Dzagoev,Ahmed Musa,Georgi Milanov,Georgi Shchennikov,Bibras Natkho,Group stage,1,0
50,Sevilla,Sergio Rico,Benoît Trémoulinas,Grzegorz Krychowiak,Timothée Kolodziejczak,Vicente Iborra,Éver Banega,Vitolo,Yevhen Konoplyanka,Coke,Adil Rami,Fernando Llorente,Manchester City,Joe Hart,Bacary Sagna,Vincent Kompany,Fernando,Raheem Sterling,Aleksandar Kolarov,Wilfried Bony,Jesús Navas,Fernandinho,Nicolás Otamendi,Yaya Touré,Group stage,1,3
51,Real Madrid,Keylor Navas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Marcelo,Casemiro,Luka Modrić,Jesé,Isco,Danilo,Paris S-G,Kevin Trapp,Thiago Silva,Marco Verratti,Thiago Motta,Edinson Cavani,Zlatan Ibrahimović,Ángel Di María,Blaise Matuidi,Maxwell,Serge Aurier,David Luiz,Group stage,1,0
52,Gladbach,Yann Sommer,Andreas Christensen,Håvard Nordtveit,Mahmoud Dahoud,Raffael,Lars Stindl,Álvaro Domínguez,Ibrahima Traoré,Oscar Wendt,Fabian Johnson,Granit Xhaka,Juventus,Gianluigi Buffon,Giorgio Chiellini,Claudio Marchisio,Álvaro Morata,Paul Pogba,Paulo Dybala,Hernanes,Leonardo Bonucci,Stephan Lichtsteiner,Stefano Sturaro,Patrice Evra,Group stage,1,1
53,PSV Eindhoven,Jeroen Zoet,Héctor Moreno,Santiago Arias,Jeffrey Bruma,Davy Pröpper,Luuk de Jong,Adam Maher,Luciano Narsingh,Andrés Guardado,Jürgen Locadia,Joshua Brenet,Wolfsburg,Diego Benaglio,Timm Klose,Daniel Caligiuri,Bas Dost,André Schürrle,Luiz Gustavo,Josuha Guilavogui,Sebastian Jung,Naldo,Maximilian Arnold,Ricardo Rodríguez,Group stage,2,0
54,FC Astana,Nenad Erić,Marin Aničić,Nemanja Maksimović,Foxi Kéthévoama,Serikzhan Muzhikov,Baurzhan Dzholchiev,Branko Ilić,Yevgeny Postnikov,Dmitriy Shomko,Roger Cañas,Junior Kabananga,Atlético Madrid,Jan Oblak,Diego Godín,Guilherme Siqueira,Tiago Mendes,Koke,Antoine Griezmann,Saúl Ñíguez,Fernando Torres,Gabi,Juanfran,José María Giménez,Group stage,0,0
55,Shakhtar,Anton Kanibolotskiy,Oleksandr Kucher,Taras Stepanenko,Fred,Bernard,Marlos,Oleksandr Hladkyy,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Márcio Azevedo,Malmö,Johan Wiland,Pa Konate,Anton Tinnerholm,Oscar Lewicki,Enoch Kofi Adu,Markus Rosenberg,Rasmus Bengtsson,Vladimir Rodić,Kári Árnason,Jo Inge Berget,Nikola Đurđić,Group stage,4,0
56,Chelsea,Asmir Begović,Cesc Fàbregas,Kurt Zouma,Baba Rahman,Ramires,Oscar,Diego Costa,Nemanja Matić,Willian,John Terry,César Azpilicueta,Dynamo Kyiv,Oleksandr Shovkovskiy,Vitorino Antunes,Aleksandar Dragović,Andriy Yarmolenko,Serhiy Sydorchuk,Serhiy Rybalka,Artem Kravets,Domagoj Vida,Derlis González,Vitaliy Buyalskyi,Yevhen Khacheridi,Group stage,2,1
57,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Sergio Busquets,Dani Alves,Andrés Iniesta,Luis Suárez,Neymar,Javier Mascherano,Sergi Roberto,Adriano,Thomas Vermaelen,BATE Borisov,Sergei Chernik,Vital Hayduchyk,Evgeni Yablonski,Alyaksandr Valadzko,Dzmitry Mazalewski,Nemanja Milunović,Ihar Stasevich,Filip Mladenović,Dzyanis Palyakow,Maksim Valadzko,Mikhail Gordeichuk,Group stage,3,0
58,Roma,Wojciech Szczęsny,Antonio Rüdiger,Lucas Digne,Radja Nainggolan,Edin Džeko,Mohamed Salah,Miralem Pjanić,Daniele De Rossi,Alessandro Florenzi,Gervinho,Kostas Manolas,Leverkusen,Bernd Leno,Jonathan Tah,Kyriakos Papadopoulos,Javier Hernández,Hakan Çalhanoğlu,Stefan Kießling,Admir Mehmedi,Wendell,Ömer Toprak,Giulio Donati,Kevin Kampl,Group stage,3,2
59,Lyon,Anthony Lopes,Mapou Yanga-Mbiwa,Henri Bedimo,Corentin Tolisso,Claudio Beauvue,Alexandre Lacazette,Christophe Jallet,Sergi Darder,Maxime Gonalons,Samuel Umtiti,Mathieu Valbuena,Zenit,Yuri Lodygin,Aleksandr Anyukov,Domenico Criscito,Nicolas Lombaerts,Hulk,Danny,Luís Neto,Oleg Shatov,Javi García,Artem Dzyuba,Axel Witsel,Group stage,0,2
