,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
10,Tottenham,Hugo Lloris,Pierre Højbjerg,Son Heung-min,Richarlison,Harry Kane,Emerson,Ivan Perišić,Eric Dier,Cristian Romero,Rodrigo Bentancur,Clément Lenglet,Marseille,Pau López,Eric Bailly,Samuel Gigot,Mattéo Guendouzi,Jonathan Clauss,Gerson,Luis Javier Suárez,Valentin Rongier,Jordan Veretout,Nuno Tavares,Chancel Mbemba,Group stage,2,0
11,Napoli,Alex Meret,Kim Min-jae,Victor Osimhen,Amir Rrahmani,Mathías Olivera,Piotr Zieliński,Matteo Politano,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Andre-Frank Zambo Anguissa,Liverpool,Alisson,Joe Gomez,Fabinho,Virgil van Dijk,James Milner,Roberto Firmino,Mohamed Salah,Harvey Elliott,Luis Díaz,Andrew Robertson,Trent Alexander-Arnold,Group stage,4,1
12,Atlético Madrid,Jan Oblak,José María Giménez,Koke,João Félix,Marcos Llorente,Nahuel Molina,Saúl Ñíguez,Álvaro Morata,Axel Witsel,Yannick Carrasco,Reinildo Mandava,Porto,Diogo Costa,Pepe,David Carmo,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,Otávio,Evanilson,Stephen Eustáquio,Group stage,2,1
13,Barcelona,Marc-André ter Stegen,Ousmane Dembélé,Pedri,Robert Lewandowski,Ansu Fati,Andreas Christensen,Jordi Alba,Franck Kessié,Sergi Roberto,Frenkie de Jong,Jules Koundé,Viktoria Plzeň,Jindřich Staněk,Lukáš Hejda,Luděk Pernica,Jan Sýkora,Tomáš Chorý,Jhon Mosquera,Pavel Bucha,Václav Jemelka,Lukáš Kalvach,Milan Havel,Adam Vlkanova,Group stage,5,1
14,Inter,André Onana,Denzel Dumfries,Robin Gosens,Edin Džeko,Lautaro Martínez,Hakan Çalhanoğlu,Henrikh Mkhitaryan,Danilo D'Ambrosio,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Bayern Munich,Manuel Neuer,Matthijs de Ligt,Benjamin Pavard,Joshua Kimmich,Leroy Sané,Kingsley Coman,Sadio Mané,Marcel Sabitzer,Alphonso Davies,Lucas Hernández,Thomas Müller,Group stage,0,2
15,Club Brugge,Simon Mignolet,Denis Odoi,Andreas Skov Olsen,Jutglà,Bjorn Meijer,Raphael Onyedika,Kamal Sowah,Hans Vanaken,Casper Nielsen,Brandon Mechele,Abakar Sylla,Leverkusen,Lukáš Hrádecký,Piero Hincapié,Jonathan Tah,Mitchel Bakker,Odilon Kossonou,Robert Andrich,Patrik Schick,Callum Hudson-Odoi,Moussa Diaby,Charles Aránguiz,Jeremie Frimpong,Group stage,1,0
16,Sporting CP,Antonio Adán,Matheus Reis,Sebastián Coates,Hidemasa Morita,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Tottenham,Hugo Lloris,Pierre Højbjerg,Son Heung-min,Richarlison,Harry Kane,Emerson,Ivan Perišić,Eric Dier,Cristian Romero,Rodrigo Bentancur,Ben Davies,Group stage,2,0
17,Viktoria Plzeň,Jindřich Staněk,Lukáš Hejda,Luděk Pernica,Jan Sýkora,Tomáš Chorý,Jhon Mosquera,Pavel Bucha,Václav Jemelka,Lukáš Kalvach,Milan Havel,Adam Vlkanova,Inter,André Onana,Denzel Dumfries,Robin Gosens,Edin Džeko,Joaquín Correa,Francesco Acerbi,Henrikh Mkhitaryan,Nicolò Barella,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Group stage,0,2
18,Liverpool,Alisson,Fabinho,Virgil van Dijk,Thiago Alcántara,Mohamed Salah,Harvey Elliott,Diogo Jota,Kostas Tsimikas,Luis Díaz,Joël Matip,Trent Alexander-Arnold,Ajax,Remko Pasveer,Jurriën Timber,Calvin Bassey,Edson Álvarez,Steven Bergwijn,Kenneth Taylor,Dušan Tadić,Devyne Rensch,Daley Blind,Mohammed Kudus,Steven Berghuis,Group stage,2,1
19,Porto,Diogo Costa,Pepe,David Carmo,Mateus Uribe,Pepê,Zaidu Sanusi,Galeno,João Mário Lopes,Otávio,Evanilson,Stephen Eustáquio,Club Brugge,Simon Mignolet,Denis Odoi,Andreas Skov Olsen,Jutglà,Bjorn Meijer,Raphael Onyedika,Kamal Sowah,Hans Vanaken,Casper Nielsen,Brandon Mechele,Abakar Sylla,Group stage,0,4
20,Leverkusen,Lukáš Hrádecký,Piero Hincapié,Jonathan Tah,Odilon Kossonou,Robert Andrich,Kerem Demirbay,Edmond Tapsoba,Patrik Schick,Callum Hudson-Odoi,Moussa Diaby,Adam Hložek,Atlético Madrid,Ivo Grbić,Koke,João Félix,Marcos Llorente,Nahuel Molina,Saúl Ñíguez,Felipe,Álvaro Morata,Axel Witsel,Mario Hermoso,Reinildo Mandava,Group stage,2,0
21,Marseille,Pau López,Eric Bailly,Leonardo Balerdi,Jonathan Clauss,Gerson,Dimitri Payet,Valentin Rongier,Sead Kolašinac,Jordan Veretout,Nuno Tavares,Alexis Sánchez,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Kristijan Jakić,Djibril Sow,Randal Kolo Muani,Daichi Kamada,Makoto Hasebe,Mario Götze,Jesper Lindstrøm,Tuta,Ansgar Knauff,Group stage,0,1
22,Bayern Munich,Manuel Neuer,Dayot Upamecano,Benjamin Pavard,Joshua Kimmich,Leroy Sané,Sadio Mané,Marcel Sabitzer,Alphonso Davies,Lucas Hernández,Thomas Müller,Jamal Musiala,Barcelona,Marc-André ter Stegen,Ronald Araújo,Sergio Busquets,Ousmane Dembélé,Pedri,Robert Lewandowski,Andreas Christensen,Marcos Alonso,Raphinha,Jules Koundé,Gavi,Group stage,2,0
23,Milan,Mike Maignan,Davide Calabria,Ismaël Bennacer,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Pierre Kalulu,Fikayo Tomori,Alexis Saelemaekers,Dinamo Zagreb,Dominik Livaković,Sadegh Moharrami,Arijan Ademi,Luka Ivanušec,Bruno Petković,Stefan Ristovski,Robert Ljubicic,Josip Mišić,Josip Šutalo,Dino Perić,Mislav Oršić,Group stage,3,1
24,Shakhtar,Anatolii Trubin,Valerii Bondar,Taras Stepanenko,Heorhiy Sudakov,Maryan Shved,Mykhailo Mudryk,Oleksandr Zubkov,Artem Bondarenko,Mykola Matviyenko,Lucas Taylor,Yukhym Konoplia,Celtic,Joe Hart,Greg Taylor,Moritz Jenz,Kyogo Furuhashi,Sead Haksabanović,Jota,Cameron Carter-Vickers,Matt O'Riley,Reo Hatate,Callum McGregor,Josip Juranović,Group stage,1,1
25,Rangers,Allan McGregor,James Tavernier,John Lundstram,Connor Goldson,Ryan Jack,Steven Davis,Ryan Kent,James Sands,Alfredo Morelos,Borna Barišić,Scott Arfield,Napoli,Alex Meret,Kim Min-jae,Mário Rui,Amir Rrahmani,Giovanni Simeone,Piotr Zieliński,Matteo Politano,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Andre-Frank Zambo Anguissa,Group stage,0,3
26,Chelsea,Kepa Arrizabalaga,Jorginho,Thiago Silva,Mateo Kovačić,Pierre-Emerick Aubameyang,Raheem Sterling,Mason Mount,Reece James,César Azpilicueta,Kai Havertz,Marc Cucurella,RB Salzburg,Philipp Köhn,Nicolás Capaldo,Nicolas Seiwald,Maurits Kjærgaard,Andreas Ulmer,Luka Sučić,Benjamin Šeško,Strahinja Pavlović,Amar Dedić,Noah Okafor,Bernardo,Group stage,1,1
27,Manchester City,Ederson,John Stones,Nathan Aké,João Cancelo,İlkay Gündoğan,Erling Haaland,Jack Grealish,Rodri,Kevin De Bruyne,Manuel Akanji,Riyad Mahrez,Dortmund,Alexander Meyer,Salih Özcan,Gio Reyna,Marco Reus,Raphaël Guerreiro,Mats Hummels,Anthony Modeste,Jude Bellingham,Emre Can,Thomas Meunier,Niklas Süle,Group stage,2,1
28,FC Copenhagen,Mathew Ryan,Kevin Diks,Denis Vavro,Davit Khocholava,Viktor Claesson,Ísak Jóhannesson,Zeca,Mohammed Daramy,Rasmus Falk,Victor Bernth Kristiansen,Marko Stamenic,Sevilla,Marko Dmitrović,Alex Telles,Nemanja Gudelj,Ivan Rakitić,Youssef En-Nesyri,Érik Lamela,Thomas Delaney,Fernando,Isco,Kike Salas,Carmona,Group stage,0,0
29,Juventus,Mattia Perin,Gleison Bremer,Danilo,Weston McKennie,Dušan Vlahović,Juan Cuadrado,Arkadiusz Milik,Filip Kostić,Leonardo Bonucci,Fabio Miretti,Leandro Paredes,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,David Neres,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Group stage,1,2
30,Real Madrid,Thibaut Courtois,Dani Carvajal,David Alaba,Nacho,Luka Modrić,Eduardo Camavinga,Federico Valverde,Aurélien Tchouaméni,Vinicius Júnior,Rodrygo,Antonio Rüdiger,RB Leipzig,Péter Gulácsi,Mohamed Simakan,Willi Orban,Amadou Haidara,Emil Forsberg,Timo Werner,Dominik Szoboszlai,Christopher Nkunku,David Raum,Xaver Schlager,Abdou Diallo,Group stage,2,0
31,Maccabi Haifa,Josh Cohen,Daniel Sundgren,Sean Goldberg,Neta Lavi,Omer Atzili,Dolev Haziz,Frantzdy Pierrot,Tjaronn Chery,Mohammad Abu Fani,Dylan Batubinsika,Pierre Cornud,Paris S-G,Gianluigi Donnarumma,Sergio Ramos,Marquinhos,Marco Verratti,Kylian Mbappé,Neymar,Danilo Pereira,Vitinha,Nuno Mendes,Nordi Mukiele,Lionel Messi,Group stage,1,3
32,Bayern Munich,Manuel Neuer,Dayot Upamecano,Matthijs de Ligt,Serge Gnabry,Leon Goretzka,Leroy Sané,Sadio Mané,Alphonso Davies,Ryan Gravenberch,Noussair Mazraoui,Jamal Musiala,Viktoria Plzeň,Marián Tvrdoň,Lukáš Hejda,Luděk Pernica,Jan Kopic,Tomáš Chorý,Jhon Mosquera,Lukáš Kalvach,Milan Havel,Libor Holík,Adam Vlkanova,Modou Biramé Ndiaye,Group stage,5,0
33,Marseille,Pau López,Eric Bailly,Leonardo Balerdi,Mattéo Guendouzi,Jonathan Clauss,Cengiz Ünder,Jordan Veretout,Nuno Tavares,Alexis Sánchez,Amine Harit,Chancel Mbemba,Sporting CP,Antonio Adán,Matheus Reis,Jerry St. Juste,Hidemasa Morita,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Gonçalo Inácio,Pedro Gonçalves,Ricardo Esgaio,Group stage,4,1
34,Liverpool,Alisson,Virgil van Dijk,Thiago Alcántara,Mohamed Salah,Jordan Henderson,Diogo Jota,Kostas Tsimikas,Luis Díaz,Darwin Núñez,Joël Matip,Trent Alexander-Arnold,Rangers,Allan McGregor,James Tavernier,John Lundstram,Connor Goldson,Steven Davis,Ryan Kent,Alfredo Morelos,Ben Davies,Borna Barišić,Leon King,Malik Tillman,Group stage,2,0
35,Porto,Diogo Costa,Pepe,David Carmo,Mateus Uribe,Mehdi Taremi,Pepê,Wendell,João Mário Lopes,Bruno Xavier Almeida Costa,Evanilson,Stephen Eustáquio,Leverkusen,Lukáš Hrádecký,Piero Hincapié,Jonathan Tah,Robert Andrich,Edmond Tapsoba,Patrik Schick,Callum Hudson-Odoi,Moussa Diaby,Charles Aránguiz,Adam Hložek,Jeremie Frimpong,Group stage,2,0
36,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Kristijan Jakić,Djibril Sow,Randal Kolo Muani,Daichi Kamada,Sebastian Rode,Makoto Hasebe,Jesper Lindstrøm,Tuta,Ansgar Knauff,Tottenham,Hugo Lloris,Pierre Højbjerg,Son Heung-min,Richarlison,Harry Kane,Emerson,Ivan Perišić,Eric Dier,Cristian Romero,Rodrigo Bentancur,Clément Lenglet,Group stage,0,0
37,Inter,André Onana,Stefan de Vrij,Lautaro Martínez,Joaquín Correa,Hakan Çalhanoğlu,Henrikh Mkhitaryan,Nicolò Barella,Federico Dimarco,Matteo Darmian,Milan Škriniar,Alessandro Bastoni,Barcelona,Marc-André ter Stegen,Sergio Busquets,Ousmane Dembélé,Pedri,Robert Lewandowski,Andreas Christensen,Marcos Alonso,Sergi Roberto,Raphinha,Eric García,Gavi,Group stage,1,0
38,Ajax,Remko Pasveer,Jurriën Timber,Calvin Bassey,Edson Álvarez,Steven Bergwijn,Kenneth Taylor,Dušan Tadić,Devyne Rensch,Daley Blind,Mohammed Kudus,Steven Berghuis,Napoli,Alex Meret,Kim Min-jae,Hirving Lozano,Amir Rrahmani,Mathías Olivera,Piotr Zieliński,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Giacomo Raspadori,Andre-Frank Zambo Anguissa,Group stage,1,6
39,Club Brugge,Simon Mignolet,Denis Odoi,Jutglà,Bjorn Meijer,Raphael Onyedika,Tajon Buchanan,Kamal Sowah,Hans Vanaken,Casper Nielsen,Brandon Mechele,Abakar Sylla,Atlético Madrid,Jan Oblak,José María Giménez,Koke,Antoine Griezmann,Marcos Llorente,Stefan Savić,Nahuel Molina,Álvaro Morata,Axel Witsel,Yannick Carrasco,Reinildo Mandava,Group stage,2,0
40,RB Leipzig,Péter Gulácsi,Mohamed Simakan,Willi Orban,Timo Werner,Dominik Szoboszlai,Christopher Nkunku,André Silva,David Raum,Xaver Schlager,Joško Gvardiol,Kevin Kampl,Celtic,Joe Hart,Greg Taylor,Moritz Jenz,Kyogo Furuhashi,Jota,Matt O'Riley,Daizen Maeda,Reo Hatate,Callum McGregor,Stephen Welsh,Josip Juranović,Group stage,3,1
41,RB Salzburg,Philipp Köhn,Nicolás Capaldo,Nicolas Seiwald,Maurits Kjærgaard,Andreas Ulmer,Luka Sučić,Oumar Solet,Benjamin Šeško,Strahinja Pavlović,Amar Dedić,Noah Okafor,Dinamo Zagreb,Dominik Livaković,Sadegh Moharrami,Arijan Ademi,Luka Ivanušec,Bruno Petković,Robert Ljubicic,Josip Mišić,Kévin Théophile-Catherine,Josip Šutalo,Dino Perić,Mislav Oršić,Group stage,1,0
42,Chelsea,Kepa Arrizabalaga,Thiago Silva,Mateo Kovačić,Pierre-Emerick Aubameyang,Ruben Loftus-Cheek,Raheem Sterling,Mason Mount,Ben Chilwell,Reece James,Kalidou Koulibaly,Wesley Fofana,Milan,Ciprian Tătărușanu,Ismaël Bennacer,Fodé Ballo-Touré,Sandro Tonali,Olivier Giroud,Rafael Leão,Pierre Kalulu,Sergiño Dest,Fikayo Tomori,Rade Krunić,Charles De Ketelaere,Group stage,3,0
43,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,David Neres,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Sergio Ramos,Marquinhos,Marco Verratti,Kylian Mbappé,Neymar,Danilo Pereira,Vitinha,Nuno Mendes,Lionel Messi,Group stage,1,1
44,Manchester City,Ederson,Rúben Dias,João Cancelo,İlkay Gündoğan,Erling Haaland,Jack Grealish,Aymeric Laporte,Julián Álvarez,Bernardo Silva,Sergio Gómez,Riyad Mahrez,FC Copenhagen,Kamil Grabara,Kevin Diks,Denis Vavro,Davit Khocholava,Viktor Claesson,Ísak Jóhannesson,Lukas Lerager,Mohammed Daramy,Mamoudou Karamoko,Victor Bernth Kristiansen,Marko Stamenic,Group stage,5,0
45,Real Madrid,Andriy Lunin,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Karim Benzema,Federico Valverde,Aurélien Tchouaméni,Vinicius Júnior,Rodrygo,Ferland Mendy,Shakhtar,Anatolii Trubin,Valerii Bondar,Taras Stepanenko,Heorhiy Sudakov,Maryan Shved,Mykhailo Mudryk,Oleksandr Zubkov,Bohdan Mykhaylychenko,Artem Bondarenko,Mykola Matviyenko,Yukhym Konoplia,Group stage,2,1
46,Sevilla,Yassine Bounou,Alex Telles,Nemanja Gudelj,Suso,Joan Jordán,Ivan Rakitić,Youssef En-Nesyri,Jesús Navas,Isco,Kike Salas,Carmona,Dortmund,Alexander Meyer,Nico Schlotterbeck,Salih Özcan,Raphaël Guerreiro,Youssoufa Moukoko,Julian Brandt,Jude Bellingham,Emre Can,Thomas Meunier,Niklas Süle,Karim Adeyemi,Group stage,1,4
47,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Gleison Bremer,Danilo,Weston McKennie,Dušan Vlahović,Juan Cuadrado,Filip Kostić,Ángel Di María,Adrien Rabiot,Leandro Paredes,Maccabi Haifa,Josh Cohen,Daniel Sundgren,Sean Goldberg,Ali Mohamed,Frantzdy Pierrot,Tjaronn Chery,Mavis Tchibota,Mohammad Abu Fani,Dylan Batubinsika,Pierre Cornud,Abdoulaye Seck,Group stage,3,1
48,FC Copenhagen,Kamil Grabara,Davit Khocholava,Viktor Claesson,Lukas Lerager,Mohammed Daramy,Elias Jelert,Nicolai Boilesen,Valdemar Jensen,Hákon Arnar Haraldsson,Victor Bernth Kristiansen,Marko Stamenic,Manchester City,Ederson,João Cancelo,İlkay Gündoğan,Jack Grealish,Aymeric Laporte,Rodri,Kevin De Bruyne,Julián Álvarez,Sergio Gómez,Manuel Akanji,Riyad Mahrez,Group stage,0,0
49,Maccabi Haifa,Josh Cohen,Daniel Sundgren,Sean Goldberg,Ali Mohamed,Neta Lavi,Omer Atzili,Frantzdy Pierrot,Tjaronn Chery,Dylan Batubinsika,Dean David,Pierre Cornud,Juventus,Wojciech Szczęsny,Danilo,Weston McKennie,Dušan Vlahović,Juan Cuadrado,Alex Sandro,Leonardo Bonucci,Ángel Di María,Daniele Rugani,Adrien Rabiot,Leandro Paredes,Group stage,2,0
50,Celtic,Joe Hart,Greg Taylor,Moritz Jenz,Kyogo Furuhashi,Sead Haksabanović,Liel Abada,Cameron Carter-Vickers,Matt O'Riley,Daizen Maeda,Reo Hatate,Josip Juranović,RB Leipzig,Janis Blaswich,Mohamed Simakan,Willi Orban,Amadou Haidara,Timo Werner,Dominik Szoboszlai,Christopher Nkunku,André Silva,David Raum,Xaver Schlager,Joško Gvardiol,Group stage,0,2
51,Dortmund,Gregor Kobel,Salih Özcan,Mats Hummels,Julian Brandt,Anthony Modeste,Donyell Malen,Jude Bellingham,Thomas Meunier,Niklas Süle,Karim Adeyemi,Tom Rothe,Sevilla,Yassine Bounou,Nemanja Gudelj,Suso,Ivan Rakitić,Tanguy Nianzou,Youssef En-Nesyri,Jesús Navas,Érik Lamela,Marcos Acuña,Marcão,Carmona,Group stage,1,1
52,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Sergio Ramos,Marquinhos,Marco Verratti,Kylian Mbappé,Neymar,Juan Bernat,Danilo Pereira,Vitinha,Pablo Sarabia,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Group stage,1,1
53,Milan,Ciprian Tătărușanu,Ismaël Bennacer,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Pierre Kalulu,Fikayo Tomori,Rade Krunić,Matteo Gabbia,Chelsea,Kepa Arrizabalaga,Jorginho,Thiago Silva,Mateo Kovačić,Pierre-Emerick Aubameyang,Trevoh Chalobah,Raheem Sterling,Mason Mount,Ben Chilwell,Reece James,Kalidou Koulibaly,Group stage,0,2
54,Dinamo Zagreb,Dominik Livaković,Arijan Ademi,Luka Ivanušec,Bruno Petković,Stefan Ristovski,Robert Ljubicic,Josip Mišić,Josip Šutalo,Dino Perić,Dario Špikić,Mislav Oršić,RB Salzburg,Philipp Köhn,Nicolas Seiwald,Maurits Kjærgaard,Andreas Ulmer,Luka Sučić,Oumar Solet,Lucas Gourna-Douath,Benjamin Šeško,Strahinja Pavlović,Amar Dedić,Noah Okafor,Group stage,1,1
55,Shakhtar,Anatolii Trubin,Lassina Franck Traoré,Valerii Bondar,Taras Stepanenko,Heorhiy Sudakov,Mykhailo Mudryk,Oleksandr Zubkov,Bohdan Mykhaylychenko,Artem Bondarenko,Mykola Matviyenko,Yukhym Konoplia,Real Madrid,Andriy Lunin,Nacho,Eden Hazard,Toni Kroos,Karim Benzema,Federico Valverde,Lucas Vázquez,Aurélien Tchouaméni,Rodrygo,Antonio Rüdiger,Ferland Mendy,Group stage,1,1
56,Napoli,Alex Meret,Kim Min-jae,Juan Jesus,Hirving Lozano,Mathías Olivera,Piotr Zieliński,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Giacomo Raspadori,Andre-Frank Zambo Anguissa,Ajax,Remko Pasveer,Jurriën Timber,Calvin Bassey,Edson Álvarez,Davy Klaassen,Steven Bergwijn,Kenneth Taylor,Daley Blind,Jorge Eduardo Sánchez,Mohammed Kudus,Steven Berghuis,Group stage,4,2
57,Atlético Madrid,Jan Oblak,José María Giménez,Geoffrey Kondogbia,Koke,Antoine Griezmann,Ángel Correa,Thomas Lemar,Stefan Savić,Nahuel Molina,Saúl Ñíguez,Reinildo Mandava,Club Brugge,Simon Mignolet,Denis Odoi,Andreas Skov Olsen,Jutglà,Raphael Onyedika,Tajon Buchanan,Kamal Sowah,Hans Vanaken,Casper Nielsen,Brandon Mechele,Abakar Sylla,Group stage,0,0
58,Sporting CP,Franco Israel,Matheus Reis,Sebastián Coates,Hidemasa Morita,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Gonçalo Inácio,Pedro Gonçalves,Ricardo Esgaio,Marseille,Pau López,Eric Bailly,Leonardo Balerdi,Mattéo Guendouzi,Jonathan Clauss,Valentin Rongier,Jordan Veretout,Nuno Tavares,Alexis Sánchez,Amine Harit,Chancel Mbemba,Group stage,0,2
59,Rangers,Allan McGregor,James Tavernier,John Lundstram,Connor Goldson,Ryan Jack,Antonio Čolak,Ryan Kent,Ben Davies,Fashion Sakala,Borna Barišić,Scott Arfield,Liverpool,Alisson,Joe Gomez,Fabinho,Virgil van Dijk,Ibrahima Konaté,Roberto Firmino,Jordan Henderson,Harvey Elliott,Kostas Tsimikas,Darwin Núñez,Fabio Carvalho,Group stage,1,7
